Walls U Value,Walls Area,Floor U Value,Floor Area,Roof U value,Roof Area,Maintenance Factor,Mid-pane U value,Av Frame Width,Glazing g,Frame U value,Psi Factor,Infiltration Rate,Ventilation Rate,Shelter Factor,TFA,Volume,Occupants,Metabolic Gains,Electrical Gains,MVHR efficiency,W1H,W1W,W1A,W1B,W1dir,W2H,W2W,W2A,W2B,W2dir,W3H,W3W,W3A,W3B,W3dir,W4H,W4W,W4A,W4B,W4dir,Linear TB coef,length of TB,Point TB coef,Number of point TB,Floors,Total Heating E
0.04,1801.82,0.04,1323.38,0.13,784.59,0.58,4.44,1.97,0.39,1.65,0.03,0.62,13.82,0.05,814.67,485.97,330.25,3.61,0.92,0.73,33.38,21.57,67.72,54.24,272.38,13.46,22.49,78.03,54.12,116.9,14.0,6.65,78.81,72.45,200.34,5.52,19.96,75.35,155.75,317.69,0.19,1080.98,14.47,2420.6,1.0,4259.83
0.13,2014.73,0.16,1282.45,0.11,819.93,0.69,4.35,2.74,0.54,2.81,0.07,5.37,20.62,0.09,4509.64,17045.25,158.25,2.87,1.21,0.35,22.52,15.56,56.35,163.21,195.27,34.94,16.79,63.68,133.35,138.0,36.16,26.63,25.61,50.28,156.13,18.93,10.21,20.17,13.38,240.01,-0.02,911.19,12.96,1291.26,4.0,461.91
0.08,1077.85,0.03,1039.2,0.02,418.54,0.2,2.17,1.27,0.84,0.49,0.04,2.76,5.63,0.06,494.74,8587.33,3880.09,1.52,1.31,0.42,35.09,39.53,72.13,173.81,137.88,15.61,7.32,32.3,117.56,220.53,16.93,14.81,44.45,124.63,149.31,25.08,16.16,58.98,13.29,192.65,0.18,805.31,28.93,2008.7,7.0,11595.1
0.13,1105.92,0.11,559.52,0.08,465.72,0.9,1.4,1.83,0.33,0.41,0.03,5.02,27.45,0.07,1053.95,24249.63,1033.45,2.18,1.48,0.39,10.44,23.27,3.02,118.49,138.98,15.78,28.16,18.58,99.96,27.93,4.64,15.05,49.37,136.13,79.01,6.47,18.14,44.64,129.16,111.0,0.2,264.36,17.35,1055.18,6.0,2319.48
0.03,197.4,0.04,731.65,0.17,1384.8,0.75,3.87,0.61,0.81,2.24,0.07,5.34,8.91,0.04,1334.93,7488.86,2117.59,4.37,0.95,0.69,14.09,2.98,67.63,85.22,25.05,14.33,10.16,43.88,27.81,239.95,14.77,14.83,1.52,48.18,284.58,16.34,18.39,19.92,94.13,344.1,0.38,846.42,2.67,2388.61,8.0,704.54
0.1,468.05,0.13,1005.59,0.15,288.02,0.14,3.13,0.35,0.36,2.26,0.06,4.86,25.51,0.07,903.32,6994.73,3875.16,4.47,0.96,0.48,8.86,23.29,38.97,57.64,77.34,14.58,12.76,38.26,158.18,177.5,27.48,13.06,4.88,11.35,297.79,4.36,25.42,14.74,42.24,170.5,-0.01,1374.89,23.97,244.52,5.0,2448.31
0.02,4095.86,0.1,1059.23,0.09,1331.56,0.45,1.62,0.8,0.46,0.16,0.06,5.13,7.94,0.08,2639.35,36670.83,1431.95,4.43,0.94,0.39,17.12,30.64,57.74,36.6,204.46,30.52,21.85,58.1,170.16,298.89,11.57,9.04,67.97,84.85,252.99,19.07,10.04,6.2,36.3,283.85,0.29,401.88,28.92,1155.49,1.0,0.0
0.11,1512.33,0.07,422.73,0.14,453.05,0.69,0.88,1.22,0.5,1.45,0.07,4.24,9.89,0.08,2935.2,5368.14,3920.57,2.42,1.1,0.49,13.64,8.38,71.33,174.1,86.47,13.19,14.45,84.85,1.48,171.43,21.62,30.22,34.14,15.72,50.85,8.24,17.88,5.42,162.67,298.54,-0.01,243.84,22.78,1935.86,3.0,1527.7
0.11,837.52,0.16,1026.48,0.15,431.21,0.1,4.7,0.38,0.37,2.26,0.05,5.63,6.4,0.06,1202.13,5120.99,358.76,2.35,0.94,0.9,33.79,16.11,44.25,40.61,329.48,25.9,25.95,82.57,55.52,167.49,10.02,10.11,84.45,159.54,308.74,17.95,6.67,16.35,61.73,264.76,0.4,1569.03,8.48,2046.26,7.0,1862.46
0.13,401.51,0.06,150.52,0.05,87.25,0.87,1.34,2.3,0.51,1.45,0.06,4.2,23.13,0.07,1620.94,17173.94,3062.97,3.41,1.34,0.51,7.49,35.65,46.53,62.73,31.26,21.3,22.24,72.41,99.16,32.5,35.21,13.94,25.05,88.6,144.15,4.21,20.26,50.48,135.42,322.0,0.38,424.18,11.42,1243.33,3.0,1499.37
0.15,2356.22,0.14,1247.19,0.05,1234.01,0.47,2.53,0.21,0.71,0.47,0.06,3.9,22.13,0.08,2600.19,16303.3,407.18,2.37,1.09,0.35,27.61,13.92,1.17,154.72,10.38,12.95,12.57,57.19,25.44,224.04,9.19,11.19,6.57,151.45,310.35,13.7,19.74,11.06,106.38,340.59,0.14,504.36,26.04,575.53,6.0,692.22
0.15,1869.17,0.13,1761.04,0.05,1040.26,0.13,4.29,2.33,0.39,2.22,0.05,0.64,13.74,0.07,4207.37,7098.3,2473.05,3.56,1.15,0.71,5.4,14.22,21.68,98.95,228.71,31.38,9.71,18.11,34.03,143.89,6.16,3.04,9.73,118.33,20.3,2.05,25.57,75.65,129.27,124.88,0.27,126.5,18.48,554.41,8.0,279.85
0.06,1526.83,0.03,1071.47,0.04,1811.29,0.79,4.85,0.26,0.85,0.93,0.04,5.26,21.71,0.08,734.58,3406.14,3252.11,2.03,0.74,0.34,15.28,10.43,28.94,25.79,108.2,23.41,29.31,33.1,123.01,309.97,15.69,7.2,74.55,166.48,353.08,13.54,7.8,42.74,123.76,140.16,-0.09,1434.03,15.84,1523.29,5.0,0.0
0.13,836.5,0.12,391.95,0.06,1404.53,0.88,2.08,0.49,0.7,0.18,0.03,5.95,22.76,0.06,722.54,9370.03,520.39,1.17,0.89,0.53,2.87,28.86,42.08,67.17,61.24,28.66,29.09,20.62,135.93,248.73,8.67,19.43,33.64,100.12,307.7,28.59,25.95,21.21,5.53,42.01,0.34,282.53,25.88,2774.89,4.0,9423.06
0.05,1423.94,0.08,856.52,0.09,1022.04,0.85,2.71,1.56,0.55,2.78,0.04,2.49,5.08,0.06,442.22,4859.4,1644.05,2.84,0.93,0.67,11.33,27.72,7.17,133.74,223.46,4.24,9.06,25.76,157.29,16.45,4.26,34.4,41.42,19.35,64.29,29.38,39.34,26.69,136.89,345.01,0.16,205.49,10.83,2286.95,2.0,5801.05
0.08,723.35,0.11,686.67,0.15,164.13,0.29,4.29,1.16,0.78,2.54,0.06,3.09,13.28,0.08,2196.43,36037.26,3508.82,2.41,1.5,0.3,19.25,3.09,36.85,126.4,33.65,19.08,24.54,11.57,158.45,106.4,15.5,13.2,25.6,94.99,255.33,11.16,14.3,55.92,37.81,45.44,0.16,1524.68,21.31,2425.77,4.0,2732.3
0.18,222.96,0.13,335.5,0.03,215.93,0.86,1.36,0.4,0.79,1.34,0.05,1.31,8.19,0.04,2863.92,10694.97,1201.86,4.19,1.02,0.62,8.64,17.14,73.58,47.02,326.66,5.18,38.41,3.24,109.72,77.98,19.48,37.26,75.73,150.83,114.3,13.85,18.59,59.92,90.92,187.14,0.3,1275.14,16.68,1623.6,5.0,779.01
0.09,3142.22,0.07,1243.74,0.06,213.63,0.69,1.4,1.27,0.45,0.23,0.07,4.76,10.31,0.03,576.49,5151.51,3514.69,1.43,0.98,0.72,15.64,20.76,35.55,42.59,292.27,6.27,26.38,77.25,70.3,151.1,10.5,24.6,35.91,96.17,280.45,19.5,16.98,65.54,28.78,269.38,0.38,1080.52,24.12,1577.73,8.0,6579.48
0.13,544.0,0.15,781.64,0.13,157.06,0.25,2.27,0.3,0.64,2.02,0.03,4.45,25.62,0.06,1716.26,2856.15,910.82,2.26,1.18,0.82,21.02,9.13,89.66,64.09,113.35,18.47,13.05,26.01,156.27,258.73,1.89,17.5,86.87,38.09,298.5,14.31,5.87,84.99,137.97,40.18,0.22,1080.19,29.04,1564.4,3.0,2463.39
0.04,1625.08,0.08,381.81,0.04,819.97,0.35,3.66,1.2,0.62,0.36,0.05,4.98,11.18,0.09,5330.22,28016.43,1285.44,3.42,1.39,0.64,1.52,14.03,46.39,91.96,185.53,15.03,33.89,65.98,175.96,125.77,12.73,30.93,9.8,167.23,48.22,11.98,21.41,64.36,18.92,234.18,0.36,550.52,0.15,1451.74,8.0,149.26
0.09,1362.53,0.11,638.68,0.16,1087.43,0.75,2.08,0.15,0.58,2.79,0.06,1.36,25.4,0.08,1216.7,998.76,3435.67,1.51,0.96,0.44,9.22,18.47,85.65,156.14,239.45,30.49,11.03,45.15,92.33,248.26,16.3,19.16,33.66,86.1,300.39,27.93,9.22,54.03,13.22,116.01,-0.08,1232.29,16.32,2514.97,8.0,4186.47
0.1,621.66,0.16,1247.01,0.08,184.81,0.27,2.59,2.36,0.64,0.44,0.03,2.33,21.47,0.06,691.77,26538.04,2652.45,3.21,0.73,0.45,9.21,7.33,84.77,154.43,286.43,34.46,33.12,12.44,34.59,297.0,18.83,12.52,0.59,50.11,66.71,10.05,17.1,69.85,86.67,106.65,0.09,1506.85,7.24,1474.83,7.0,1614.27
0.06,560.34,0.06,789.11,0.13,599.27,0.52,3.2,0.34,0.64,1.62,0.07,5.43,17.12,0.05,1144.03,13041.79,3889.52,1.73,1.29,0.47,19.42,15.0,79.11,171.28,147.72,27.15,26.06,19.01,169.03,61.27,7.72,31.58,79.25,82.33,335.54,39.53,12.7,70.59,165.62,82.97,0.08,1560.03,21.53,559.2,8.0,2226.34
0.06,550.64,0.08,345.63,0.11,118.7,0.59,4.12,0.67,0.64,1.19,0.05,5.79,23.31,0.05,499.28,14946.21,562.38,2.4,1.44,0.34,18.61,24.22,52.53,8.7,63.49,6.92,36.99,63.92,9.15,110.99,27.21,19.15,43.97,147.03,22.51,21.8,22.8,12.71,150.96,56.37,0.19,343.3,28.2,260.17,2.0,3252.3
0.08,1461.38,0.16,205.65,0.05,2031.09,0.59,2.88,2.17,0.68,2.89,0.05,1.36,16.31,0.04,663.39,1408.54,1018.74,3.45,1.04,0.84,7.17,15.21,7.64,0.78,175.52,21.83,26.05,60.76,21.06,39.11,6.21,26.18,88.18,118.0,2.14,15.31,16.02,62.66,3.75,138.43,-0.0,270.04,24.12,1058.37,5.0,4034.63
0.05,404.45,0.13,401.7,0.18,922.71,0.31,5.0,2.24,0.35,0.9,0.05,3.47,20.86,0.08,961.53,5781.73,2283.37,2.42,1.49,0.51,19.55,10.13,13.99,171.39,189.19,10.24,18.46,50.44,87.56,250.69,9.96,20.78,69.53,38.22,252.14,26.77,32.69,80.9,29.84,108.59,0.13,1569.23,14.96,830.63,1.0,2452.67
0.13,1591.41,0.17,590.46,0.18,599.96,0.45,2.03,0.47,0.54,1.54,0.06,0.84,27.45,0.08,244.45,1915.38,1025.04,2.42,1.46,0.52,26.25,30.13,69.09,164.7,99.69,20.97,16.72,1.64,147.52,335.04,15.28,20.63,41.27,131.25,251.38,17.33,27.44,21.97,168.49,340.03,-0.06,1101.61,28.91,978.83,5.0,10617.72
0.06,4417.24,0.05,1998.86,0.13,219.01,0.39,1.03,0.91,0.34,1.16,0.03,1.15,24.47,0.05,425.08,25930.5,229.44,4.15,1.04,0.58,7.21,11.66,14.69,142.56,69.66,20.47,12.69,89.57,46.88,187.4,5.82,7.83,24.86,23.23,188.67,12.18,32.75,51.06,116.4,262.49,0.29,429.15,27.86,2163.75,1.0,12860.73
0.08,1477.21,0.03,900.99,0.15,1214.13,0.74,2.85,2.34,0.7,1.32,0.04,4.2,22.29,0.08,3908.48,25540.99,1040.08,1.04,0.81,0.56,25.36,3.88,64.21,153.13,113.52,23.33,17.47,34.75,122.44,222.98,41.26,3.93,45.67,114.2,70.29,13.98,12.67,22.5,147.24,33.9,0.16,1471.87,20.88,918.64,8.0,588.17
0.06,276.39,0.04,911.8,0.13,171.23,0.47,3.12,1.59,0.67,2.91,0.04,2.26,11.24,0.06,4005.88,11943.91,2858.09,2.06,0.87,0.9,21.14,10.3,16.26,106.59,209.42,18.36,25.77,16.29,132.06,32.93,32.1,6.62,63.7,101.98,97.73,16.48,19.76,25.34,14.92,96.71,-0.04,1030.11,10.77,607.96,1.0,228.63
0.13,3110.32,0.08,339.9,0.14,364.43,0.75,2.69,0.91,0.46,0.69,0.04,3.82,12.1,0.04,841.62,17696.59,2822.76,2.41,0.83,0.95,21.39,11.48,29.05,40.44,39.69,18.3,14.62,86.4,34.66,74.03,6.62,7.2,32.72,53.93,355.63,14.39,4.12,2.98,30.93,280.76,0.16,816.55,1.98,126.67,7.0,349.46
0.12,1455.86,0.09,1177.02,0.08,352.99,0.24,2.18,0.15,0.84,1.5,0.05,2.62,25.98,0.09,222.94,2657.03,117.44,4.3,1.15,0.61,17.71,16.29,58.78,45.52,281.51,9.73,3.68,67.54,81.82,86.79,3.18,23.92,31.02,149.52,132.59,34.23,12.34,62.57,128.5,111.39,0.22,344.74,12.37,1327.57,7.0,7347.53
0.02,1613.03,0.11,214.24,0.15,848.79,0.61,4.86,1.45,0.55,1.76,0.05,1.41,27.72,0.06,834.99,5651.66,1639.33,1.5,0.84,0.83,1.24,19.85,31.1,165.15,283.09,10.13,28.34,45.17,168.28,52.05,5.47,7.86,78.79,53.65,284.14,23.81,21.41,36.71,31.2,282.18,0.01,335.6,12.44,1443.14,1.0,2560.24
0.06,467.42,0.1,2239.49,0.15,347.28,0.29,2.56,0.59,0.78,0.38,0.03,3.31,21.32,0.07,468.37,24169.5,1099.19,4.44,1.45,0.52,10.31,39.46,9.68,152.83,15.07,10.99,24.37,88.83,13.21,224.2,14.42,22.08,43.13,122.36,34.88,23.26,27.62,22.73,37.22,309.42,0.03,1101.86,7.74,1465.54,7.0,3945.06
0.06,1674.47,0.11,1290.95,0.07,132.28,0.76,1.15,2.5,0.32,2.0,0.06,5.52,21.39,0.06,1360.09,10670.56,3174.78,2.88,1.33,0.75,28.88,4.56,87.79,133.61,270.17,37.21,18.06,77.25,148.62,68.19,26.58,3.76,49.86,133.83,188.76,12.92,30.18,50.17,75.09,70.2,0.15,1449.31,13.53,2119.72,3.0,2367.94
0.14,1686.1,0.08,560.51,0.1,564.81,0.48,1.28,0.28,0.32,0.81,0.05,2.99,5.05,0.08,2340.6,6600.52,2711.54,4.26,0.98,0.64,13.64,20.19,27.36,137.87,129.54,38.31,30.13,45.88,64.71,263.3,6.09,11.95,18.36,36.75,213.91,9.04,10.01,26.28,118.7,83.81,0.24,183.64,10.5,199.23,1.0,205.87
0.15,1257.24,0.14,364.04,0.13,1043.45,0.25,3.55,0.62,0.78,2.39,0.05,3.02,14.66,0.03,2128.42,48170.62,3526.43,2.32,0.88,0.8,26.95,26.72,52.66,172.13,129.62,16.85,9.15,52.27,108.77,7.39,22.47,4.15,75.46,85.65,198.86,24.44,35.84,73.87,177.47,217.79,-0.05,102.25,15.52,905.42,7.0,964.22
0.15,2113.03,0.04,220.02,0.12,501.09,0.39,1.79,0.7,0.49,1.57,0.03,1.91,5.33,0.05,3470.48,1528.51,45.48,3.93,1.34,0.52,12.39,4.23,77.37,147.97,140.22,10.64,16.28,56.58,121.75,310.66,4.77,4.69,3.49,9.51,145.87,21.21,13.65,30.09,168.79,92.32,0.05,1409.41,24.66,2965.33,1.0,873.73
0.11,759.99,0.12,162.71,0.08,226.96,0.13,1.4,0.37,0.49,2.31,0.07,1.7,18.7,0.06,1655.73,2497.64,298.51,1.04,0.94,0.82,4.95,9.67,6.27,102.6,75.23,30.51,21.23,26.5,125.92,180.72,26.55,18.05,23.0,100.16,183.01,20.6,7.86,11.8,170.61,97.15,0.14,509.68,6.0,2164.54,5.0,792.57
0.05,1883.0,0.1,326.76,0.07,904.22,0.51,4.1,0.73,0.81,2.88,0.07,5.04,13.16,0.06,1208.74,3183.92,1943.43,4.14,1.14,0.62,18.2,5.94,46.96,163.21,60.29,39.67,15.99,47.2,16.14,166.01,31.45,11.38,53.45,173.46,88.17,28.28,15.31,13.25,136.39,312.02,-0.06,777.05,17.68,2643.76,8.0,3949.19
0.18,758.74,0.07,616.76,0.08,1130.32,0.85,3.26,0.49,0.64,0.52,0.07,1.42,29.09,0.06,2333.59,7930.15,3453.1,2.72,0.74,0.38,25.12,18.43,15.11,5.93,74.89,21.11,26.24,82.54,160.79,189.66,15.25,25.02,52.92,21.49,92.82,8.88,17.57,83.27,59.86,124.51,-0.0,613.95,22.61,2906.03,1.0,3357.15
0.12,2045.9,0.18,900.85,0.09,1375.45,0.53,2.04,0.88,0.7,2.53,0.06,2.63,6.0,0.06,1969.87,16051.91,466.64,1.69,1.1,0.51,8.42,6.31,58.17,117.37,321.81,9.71,14.14,81.61,82.26,83.76,15.76,13.53,23.97,126.91,133.67,29.23,20.88,32.87,134.78,14.13,0.02,1477.28,1.08,1339.09,8.0,198.52
0.1,1798.78,0.11,1601.45,0.1,424.18,0.2,2.31,0.15,0.37,1.75,0.05,3.51,15.05,0.03,1902.97,5311.14,299.04,4.11,1.0,0.53,14.57,9.57,19.91,50.6,125.86,11.25,8.84,21.14,115.96,293.93,9.58,6.56,11.53,101.23,46.26,30.97,19.92,77.42,132.77,156.57,0.38,760.96,16.24,2227.11,6.0,1556.19
0.15,772.32,0.15,1296.38,0.13,754.11,0.57,2.08,0.17,0.8,2.36,0.03,4.31,13.27,0.09,529.95,4827.09,108.2,2.8,0.72,0.42,8.65,14.36,75.97,126.85,135.0,15.32,10.59,80.8,143.44,253.58,26.09,8.78,9.8,113.4,280.18,37.78,19.08,47.05,136.86,188.26,0.35,297.37,28.65,2736.78,6.0,13254.03
0.14,298.36,0.12,2192.32,0.13,524.71,0.23,2.43,3.86,0.56,0.86,0.05,5.53,5.84,0.1,2105.24,8581.31,799.28,2.68,1.39,0.8,10.98,17.12,65.96,170.73,263.91,18.8,17.01,44.57,4.97,99.46,12.46,31.71,48.0,124.2,160.87,37.23,4.32,56.16,167.77,190.78,0.21,1287.24,28.8,39.16,2.0,178.74
0.04,1289.57,0.08,206.52,0.12,642.49,0.69,1.99,0.4,0.51,2.65,0.06,2.52,14.37,0.06,4053.12,10258.58,3098.33,2.37,1.32,0.77,13.51,26.69,56.12,4.82,263.03,31.57,12.05,25.17,119.8,327.15,6.7,26.12,42.54,144.14,246.12,14.45,7.17,19.06,8.91,100.02,0.26,251.8,2.97,1974.51,8.0,0.0
0.15,354.22,0.16,221.44,0.08,351.78,0.5,2.68,0.39,0.69,0.59,0.06,2.92,22.48,0.09,5040.09,26003.71,3088.21,2.08,0.76,0.93,20.62,6.1,73.65,174.33,93.2,20.62,9.02,6.88,103.15,212.61,11.5,28.09,87.31,0.69,8.66,27.52,5.14,13.0,173.19,118.94,0.04,47.84,9.91,2518.01,1.0,504.12
0.17,550.9,0.17,390.46,0.08,669.78,0.61,2.92,0.76,0.53,0.51,0.04,3.69,11.18,0.09,1853.5,19996.29,1309.8,2.08,1.4,0.78,23.39,5.74,2.18,164.04,113.95,12.42,4.38,62.31,3.52,79.18,19.58,8.26,9.69,21.23,267.46,30.84,14.44,66.18,83.78,112.18,0.09,416.1,9.28,1618.18,8.0,908.28
0.15,1254.04,0.1,252.21,0.14,539.84,0.12,2.25,2.76,0.7,2.91,0.05,5.68,5.83,0.09,6645.08,1739.15,704.27,2.91,0.89,0.34,15.73,14.3,66.91,66.13,78.41,8.55,25.66,37.61,97.06,115.35,14.14,21.34,47.41,153.93,276.68,36.2,8.66,38.83,69.25,279.25,-0.06,1419.01,0.72,1094.27,7.0,38.03
0.17,1169.65,0.11,1708.57,0.14,1517.63,0.79,3.19,2.03,0.71,1.9,0.06,1.94,14.71,0.03,411.75,8549.77,2947.14,1.94,1.21,0.88,6.37,9.7,54.11,68.71,294.48,28.01,32.76,55.95,116.24,229.82,16.71,6.62,81.93,3.23,293.64,29.59,30.26,83.83,37.47,55.37,-0.05,651.28,5.87,733.39,8.0,2343.37
0.05,3296.84,0.06,321.59,0.14,1502.52,0.84,1.26,0.34,0.68,2.02,0.04,2.47,19.79,0.04,496.79,20083.62,2256.52,3.67,1.3,0.81,19.0,33.26,80.52,0.52,319.53,34.12,32.08,43.9,162.7,79.83,35.08,20.1,79.69,18.27,191.73,28.44,5.76,5.95,123.38,143.0,0.12,884.39,15.41,2831.23,5.0,8622.82
0.12,1116.49,0.13,1537.69,0.12,862.79,0.12,3.25,1.63,0.83,2.86,0.03,5.23,19.19,0.03,6451.56,5809.73,87.27,4.46,1.12,0.67,23.62,30.75,18.85,24.16,280.62,12.6,25.81,19.4,106.49,346.45,9.16,12.0,31.47,123.09,204.02,18.04,13.09,16.76,135.86,39.49,0.09,836.71,3.61,1127.59,5.0,19.97
0.08,2981.8,0.08,748.29,0.07,1684.95,0.78,3.24,0.8,0.55,2.68,0.07,1.72,27.59,0.06,586.79,17199.29,2555.92,3.19,0.85,0.8,16.19,9.91,69.36,114.05,317.75,25.97,11.96,72.87,169.44,232.36,15.67,2.48,25.47,96.62,337.78,10.85,3.85,58.09,107.78,101.37,0.22,448.32,12.93,2882.12,1.0,6538.62
0.03,122.94,0.13,1909.83,0.09,1621.56,0.83,4.15,0.73,0.67,2.38,0.06,3.6,11.25,0.09,568.11,10360.27,2341.6,4.33,1.44,0.77,19.44,23.6,18.12,151.79,148.9,19.73,22.99,19.63,60.39,230.93,31.51,6.6,60.77,62.68,34.41,26.47,36.19,27.7,10.04,285.48,0.26,192.39,4.65,2082.01,4.0,3120.5
0.13,825.3,0.05,716.64,0.18,509.88,0.62,4.43,2.42,0.47,2.66,0.06,4.11,23.06,0.05,317.53,17760.91,2882.86,1.9,0.77,0.59,13.95,13.97,25.24,164.16,174.81,33.76,15.34,44.58,91.63,325.52,13.95,15.97,81.81,90.96,1.62,8.02,13.71,80.31,114.05,25.9,0.34,876.9,9.29,22.36,3.0,0.0
0.17,487.33,0.07,1393.23,0.17,297.01,0.29,3.15,2.54,0.5,0.76,0.06,2.29,7.37,0.09,443.54,4013.7,1829.38,4.16,1.0,0.31,16.39,30.37,36.28,176.2,274.21,14.23,28.47,80.14,113.16,34.87,24.93,8.9,84.03,30.92,240.81,14.33,34.03,71.44,43.57,217.14,0.07,1175.31,17.16,624.39,4.0,3479.93
0.14,1190.65,0.08,1942.03,0.12,366.31,0.74,4.9,1.49,0.62,0.22,0.04,1.04,18.75,0.08,3197.87,6722.85,480.18,1.13,1.14,0.36,7.73,32.89,43.29,170.55,261.47,10.43,16.39,82.32,109.68,181.92,40.71,5.17,25.12,80.56,112.62,23.61,33.19,44.35,4.69,345.11,-0.03,897.29,2.79,1732.26,3.0,299.78
0.13,1532.47,0.07,42.87,0.1,213.71,0.41,2.67,0.82,0.58,0.57,0.03,0.58,11.27,0.09,7270.49,4681.02,425.36,1.36,1.13,0.87,15.67,17.74,74.5,173.03,218.63,36.12,32.03,59.0,113.7,66.36,5.26,4.22,13.98,26.29,250.82,42.31,13.36,56.76,135.9,334.6,0.27,732.73,6.59,2386.14,3.0,218.07
0.18,2183.67,0.17,506.28,0.12,844.06,0.75,1.27,1.73,0.64,0.29,0.04,5.23,18.07,0.08,2677.54,2340.42,629.71,4.27,1.13,0.35,10.25,4.95,37.28,167.2,307.67,17.6,36.64,44.27,58.52,143.91,29.35,24.31,8.28,160.2,187.26,5.19,24.44,9.94,88.42,147.25,0.1,212.94,21.71,198.14,4.0,243.39
0.05,2184.58,0.15,325.86,0.13,934.34,0.24,3.11,0.95,0.55,2.48,0.05,2.79,24.28,0.04,1053.31,17054.85,2014.56,3.95,1.03,0.57,7.49,20.8,87.12,177.05,182.92,28.9,7.45,57.33,102.79,315.55,13.8,10.04,83.52,108.46,188.87,15.1,25.9,58.06,103.49,268.0,0.24,559.63,13.89,1770.07,7.0,1137.01
0.02,1672.89,0.13,364.51,0.15,338.24,0.64,2.53,0.49,0.78,1.56,0.06,3.82,14.13,0.06,3261.98,4646.88,3689.94,3.13,0.97,0.5,4.1,3.36,14.24,136.37,359.37,18.16,8.91,42.38,97.67,31.73,38.69,39.66,89.99,136.18,195.62,20.87,17.11,27.27,103.45,7.12,0.33,1565.69,18.38,550.41,3.0,521.31
0.15,941.81,0.16,176.4,0.15,1046.39,0.44,3.97,1.01,0.44,1.4,0.06,1.8,23.3,0.07,5744.74,6003.57,2189.65,1.39,0.95,0.49,23.89,11.64,9.08,8.91,197.16,17.74,21.53,61.41,76.85,324.63,16.88,9.47,74.57,106.74,269.13,13.58,4.57,36.62,33.81,257.95,0.37,1405.47,20.72,1280.27,2.0,98.23
0.03,1883.32,0.17,1492.25,0.1,496.66,0.25,3.85,1.82,0.32,1.1,0.03,4.39,15.61,0.09,3613.12,13736.51,86.83,1.86,1.26,0.68,26.6,21.38,10.07,80.52,129.18,8.61,11.53,33.46,45.93,350.53,20.94,15.77,26.31,127.66,307.85,28.28,3.35,88.34,74.05,134.91,0.01,1552.99,9.96,1170.65,5.0,321.09
0.06,802.71,0.15,257.32,0.12,1251.59,0.45,2.01,1.53,0.56,2.93,0.06,1.43,28.8,0.08,4037.68,10425.88,751.34,3.55,1.35,0.51,7.45,3.49,70.26,155.74,240.38,16.44,17.37,4.69,112.41,234.22,10.01,8.39,67.7,115.08,285.93,3.93,5.61,65.45,157.42,102.16,0.1,373.8,5.79,1104.89,1.0,207.16
0.11,1565.51,0.03,1976.65,0.16,281.06,0.79,4.57,1.47,0.6,1.85,0.06,4.34,29.66,0.07,4298.17,28461.87,2616.04,4.48,1.29,0.76,8.49,21.92,49.13,23.6,212.37,3.72,28.34,66.48,100.64,313.9,18.01,9.26,26.91,32.94,262.5,16.02,9.02,19.71,25.68,230.15,0.4,292.68,15.57,2775.37,8.0,434.68
0.06,525.98,0.11,188.76,0.17,133.42,0.63,3.82,0.91,0.63,2.18,0.06,4.58,16.28,0.06,252.33,841.25,2963.7,1.21,1.19,0.5,6.56,20.12,65.79,113.8,31.47,17.95,15.03,61.23,19.24,322.06,2.85,34.63,69.98,130.69,21.52,21.0,20.24,65.35,2.69,217.92,-0.08,95.86,28.66,2152.17,4.0,16145.89
0.07,531.94,0.08,894.79,0.05,1192.58,0.51,4.85,1.19,0.56,1.06,0.06,4.74,17.78,0.07,2717.73,6263.25,1289.75,4.21,1.35,0.82,36.06,20.09,24.04,42.79,202.22,28.61,36.5,74.13,22.3,142.16,5.46,10.81,27.34,83.36,34.83,11.6,23.46,64.97,14.25,131.78,0.09,1516.17,17.16,1982.51,3.0,1449.37
0.07,854.99,0.13,1105.75,0.08,626.91,0.53,0.93,1.08,0.58,0.63,0.03,2.68,18.31,0.06,857.19,7456.97,2515.34,1.33,1.13,0.31,16.89,18.02,88.43,150.63,137.87,37.15,15.02,83.42,67.71,211.28,9.26,12.31,27.82,151.81,123.87,24.84,12.8,55.71,60.39,339.16,-0.06,413.96,7.47,35.69,6.0,1150.91
0.03,956.87,0.06,1585.12,0.18,165.21,0.47,0.86,3.37,0.8,2.47,0.06,1.2,21.88,0.07,3738.6,8910.58,1310.58,1.1,1.15,0.75,41.3,4.72,29.72,161.14,146.44,12.18,14.36,87.52,49.99,50.18,24.98,25.83,61.49,25.15,185.69,8.17,18.98,10.96,173.08,53.02,0.2,1594.41,16.07,2592.75,6.0,1067.49
0.07,329.92,0.09,397.47,0.1,192.92,0.77,2.66,1.29,0.6,1.91,0.03,2.58,15.21,0.04,2857.75,8747.49,3869.51,2.74,1.5,0.87,15.25,25.29,9.94,28.0,0.69,4.55,10.5,48.03,166.46,151.31,2.52,23.26,8.87,73.82,38.68,11.89,41.94,65.21,35.94,15.37,-0.08,1595.77,18.24,817.66,6.0,589.42
