Walls U Value,Walls Area,Floor U Value,Floor Area,Roof U value,Roof Area,Maintenance Factor,Mid-pane U value,Av Frame Width,Glazing g,Frame U value,Psi Factor,Infiltration Rate,Ventilation Rate,Shelter Factor,TFA,Volume,Occupants,Metabolic Gains,Electrical Gains,MVHR efficiency,W1H,W1W,W1A,W1B,W1dir,W2H,W2W,W2A,W2B,W2dir,W3H,W3W,W3A,W3B,W3dir,W4H,W4W,W4A,W4B,W4dir,Linear TB coef,length of TB,Point TB coef,Number of point TB,Floors,Total Heating E
0.04,560.27,0.08,1656.1,0.11,1878.55,0.16,4.99,1.2,0.47,0.3,0.06,4.83,22.45,0.04,7535.42,135476.62,769.97,2.9,1.33,0.77,45.42,10.91,58.31,152.2,84,11.66,44.82,49.47,31.75,174,28.41,21.5,26.39,138.42,264,48.81,25.3,45.3,81.42,354,0.16,1098.13,0.69,146.33,6.0,241.0
0.11,1460.43,0.05,663.83,0.1,854.13,0.88,1.12,1.08,0.62,1.99,0.06,5.36,27.97,0.04,2245.2,34753.94,262.56,1.23,1.18,0.86,10.78,16.43,8.48,162.61,19,10.01,14.19,41.52,94.36,109,5.97,15.05,53.74,137.71,199,4.91,58.41,32.99,20.26,289,0.13,265.9,14.8,1296.15,4.0,871.05
0.13,1098.73,0.06,535.2,0.14,643.7,0.34,4.9,1.8,0.72,0.35,0.06,4.19,19.03,0.06,2299.38,28202.0,276.7,3.24,0.92,0.36,11.47,8.68,53.48,61.43,5,3.37,43.02,32.71,24.05,95,11.52,9.33,6.92,175.32,185,59.04,2.6,13.94,30.86,275,0.31,816.51,22.5,52.27,5.0,219.24
0.05,828.69,0.08,1178.13,0.18,1353.52,0.84,2.28,0.36,0.35,1.12,0.05,0.92,6.93,0.06,1901.1,16001.54,438.69,2.91,1.21,0.62,22.29,7.76,11.08,39.72,49,16.45,6.95,86.07,17.55,139,16.71,7.72,17.95,38.91,229,7.78,12.47,89.88,101.28,319,0.37,49.59,6.51,1636.65,2.0,534.48
0.1,163.05,0.14,1910.37,0.05,2137.48,0.29,3.58,0.24,0.45,0.52,0.07,4.98,17.83,0.07,1741.02,6461.9,196.74,2.88,1.22,0.5,6.74,13.37,32.83,3.11,86,24.64,4.35,87.11,79.76,176,13.89,9.57,84.34,65.95,266,40.68,2.15,49.75,11.61,356,0.19,176.4,1.48,2185.5,1.0,259.66
0.15,1432.42,0.13,918.01,0.07,1016.85,0.33,0.94,0.95,0.32,0.11,0.03,5.98,13.64,0.05,4123.63,94069.88,209.35,1.17,1.07,0.63,29.92,11.5,6.13,123.69,11,3.0,31.22,33.14,92.15,101,30.64,5.41,83.46,134.39,191,24.26,15.92,44.58,82.2,281,0.3,897.93,20.14,293.91,5.0,335.85
0.05,1390.82,0.15,62.37,0.12,78.3,0.21,4.9,3.43,0.31,2.1,0.07,0.51,19.18,0.05,404.13,10082.23,68.56,2.82,1.07,0.75,1.48,21.95,63.07,120.02,11,2.49,11.76,19.95,156.68,101,7.78,5.23,40.57,118.03,191,2.98,6.26,51.51,8.46,281,0.13,197.66,23.31,1380.98,7.0,7042.91
0.1,1657.82,0.1,490.93,0.11,492.13,0.64,3.51,0.95,0.81,2.3,0.05,1.1,9.62,0.08,1921.18,39094.61,453.43,1.67,1.2,0.76,20.13,10.15,56.32,67.87,39,14.32,18.08,68.61,129.21,129,2.19,54.82,51.49,61.75,219,12.08,8.94,49.34,165.6,309,-0.05,682.63,8.17,1375.97,5.0,737.56
0.13,322.61,0.15,906.44,0.08,1066.57,0.55,4.58,1.44,0.77,2.95,0.05,3.58,29.86,0.06,2194.52,21513.18,103.66,3.47,1.24,0.38,7.7,25.45,15.3,155.37,6,12.91,17.45,79.64,96.3,96,10.72,12.66,62.84,52.04,186,9.9,19.1,24.76,52.3,276,-0.07,319.41,5.66,305.62,3.0,243.28
0.09,288.4,0.16,1754.66,0.16,2229.95,0.53,1.59,0.62,0.51,2.4,0.05,4.99,18.72,0.06,3215.78,23451.92,353.09,2.95,0.99,0.85,5.59,54.57,39.58,33.81,39,18.31,15.5,72.56,114.36,129,18.98,9.84,46.05,164.2,219,18.59,25.74,59.38,15.71,309,-0.0,121.83,6.71,352.57,2.0,160.95
0.13,1163.38,0.17,51.91,0.15,53.79,0.54,4.11,1.02,0.81,1.82,0.04,3.6,24.27,0.07,240.13,7040.15,45.51,2.41,0.92,0.85,2.56,3.31,88.57,19.02,54,9.45,1.83,79.88,144.58,144,8.25,2.15,71.63,69.45,234,0.98,14.45,35.18,146.66,324,0.29,333.78,13.98,1058.94,6.0,5727.86
0.12,367.37,0.15,1052.72,0.16,1176.53,0.69,2.55,0.41,0.85,1.58,0.04,4.19,12.95,0.09,1039.85,4010.86,69.63,4.27,1.03,0.7,7.29,4.43,34.39,81.0,64,35.62,1.57,30.55,151.64,154,14.25,3.85,0.46,73.38,244,7.23,7.53,12.92,63.84,334,-0.03,33.77,4.22,524.93,1.0,240.51
0.05,1362.47,0.06,379.61,0.1,432.68,0.73,4.8,1.08,0.36,0.27,0.06,2.45,9.11,0.09,1803.94,35752.75,202.74,2.36,1.39,0.32,2.21,24.55,65.04,82.25,56,11.93,10.32,66.28,80.5,146,4.03,22.83,37.87,13.95,236,11.49,9.52,83.96,1.58,326,0.13,1082.83,18.96,376.98,6.0,560.7
0.06,1289.49,0.12,212.66,0.04,248.94,0.64,4.87,1.44,0.75,0.62,0.06,2.06,21.09,0.09,1227.55,27964.24,261.1,2.08,0.95,0.78,8.86,6.71,63.25,7.98,51,10.99,4.79,19.56,93.58,141,4.54,15.57,9.13,79.02,231,7.45,8.43,48.74,134.75,321,-0.09,432.97,18.91,1199.97,6.0,1787.13
0.02,1222.01,0.15,414.9,0.08,461.46,0.26,0.93,1.02,0.49,0.6,0.04,5.2,26.03,0.06,2113.01,49133.77,156.66,3.72,1.35,0.57,4.27,50.8,39.44,150.28,3,47.17,4.53,56.97,52.21,93,16.38,12.69,43.68,124.83,183,45.99,3.11,23.23,78.46,273,0.06,481.16,10.58,892.24,6.0,604.53
0.18,2000.94,0.13,1263.33,0.09,1557.67,0.22,3.37,2.48,0.41,1.52,0.04,0.91,9.9,0.07,9145.4,213290.76,1425.82,4.08,0.97,0.62,30.82,19.73,87.76,148.2,15,33.9,25.66,13.34,141.11,105,96.4,6.02,17.33,121.54,195,16.49,41.55,86.06,55.11,285,0.3,1775.65,19.59,142.34,8.0,111.91
0.13,2559.38,0.18,1008.56,0.16,1021.05,0.66,1.17,2.88,0.6,0.19,0.05,5.86,27.67,0.04,5481.89,158072.89,232.08,3.27,1.37,0.95,7.71,59.48,25.05,57.13,29,11.82,19.93,82.15,159.52,119,59.27,4.32,58.1,46.42,209,18.18,11.06,46.66,19.97,299,-0.04,352.73,11.06,2721.13,6.0,651.66
0.15,1637.52,0.13,285.77,0.04,327.59,0.58,1.85,3.2,0.32,1.94,0.07,2.32,20.78,0.03,1935.86,55972.65,267.02,1.56,1.08,0.6,4.74,29.62,33.32,130.46,70,23.47,3.57,41.96,6.1,160,1.75,36.06,54.56,77.0,250,5.54,25.06,76.23,31.25,340,0.1,827.58,3.89,962.9,8.0,296.46
0.16,1586.44,0.06,176.4,0.09,204.7,0.76,3.24,1.52,0.59,2.71,0.04,5.55,12.03,0.05,1306.65,47103.37,234.8,4.17,1.33,0.88,11.33,10.23,57.73,110.47,37,21.1,5.49,27.74,66.62,127,16.17,6.22,0.36,138.64,217,2.91,43.01,61.01,44.17,307,-0.1,227.91,18.63,788.1,8.0,1318.45
0.06,1324.61,0.12,1105.28,0.15,1430.63,0.59,1.06,0.96,0.79,2.84,0.06,2.24,24.31,0.04,4105.36,54751.39,204.16,3.05,0.73,0.35,10.57,29.36,43.98,107.9,0,18.05,16.29,78.35,13.59,90,6.71,29.14,74.85,8.81,180,4.81,47.01,86.88,50.7,270,0.03,255.86,25.64,1818.46,4.0,1052.64
0.15,387.01,0.04,1309.24,0.15,1428.31,0.42,4.16,0.4,0.8,0.52,0.06,1.52,15.01,0.09,2345.31,19324.93,217.33,1.44,1.1,0.6,9.2,27.34,74.26,2.82,34,20.55,14.5,84.7,144.01,124,46.81,4.79,81.07,113.16,214,3.94,17.86,29.0,85.16,304,0.36,429.51,14.72,163.38,2.0,210.35
0.15,919.58,0.16,814.19,0.04,1006.8,0.83,4.75,0.86,0.71,2.12,0.05,4.9,12.54,0.03,1299.9,11356.61,172.72,1.58,1.16,0.45,2.09,19.19,68.37,123.85,55,3.94,14.03,37.61,58.13,145,15.23,4.95,82.05,116.52,235,9.7,7.85,58.2,12.73,325,0.05,120.17,16.7,828.34,2.0,1040.13
0.06,846.74,0.16,465.89,0.15,528.02,0.53,4.86,1.9,0.49,0.44,0.05,2.33,25.18,0.1,2139.65,24327.38,161.08,1.44,0.83,0.91,51.64,3.23,24.41,111.11,20,10.11,8.75,1.69,38.1,110,6.45,10.88,25.03,164.14,200,9.56,17.45,10.2,26.22,290,-0.04,276.52,21.86,563.65,5.0,611.21
0.13,1653.91,0.16,630.24,0.12,762.5,0.12,3.8,2.48,0.4,2.8,0.04,1.09,29.81,0.06,4357.79,132769.21,440.23,2.97,1.34,0.6,17.83,18.95,25.76,164.41,32,17.62,13.95,45.04,27.4,122,3.49,13.4,51.58,81.35,212,14.67,22.37,47.55,151.32,302,-0.01,568.27,0.21,2078.11,8.0,143.92
0.08,371.21,0.11,1163.22,0.12,1375.12,0.7,1.17,0.88,0.73,1.45,0.07,0.52,10.86,0.05,1815.57,10571.69,125.12,2.66,1.43,0.86,12.42,9.18,65.41,159.74,24,6.46,9.38,82.6,90.83,114,5.91,13.16,73.71,110.99,204,14.37,8.97,18.67,62.3,294,0.31,311.41,2.05,366.73,2.0,39.48
0.16,1331.89,0.13,61.77,0.05,73.72,0.25,3.11,3.36,0.34,2.51,0.04,0.51,9.34,0.08,433.37,15043.46,94.23,3.93,1.16,0.8,1.59,20.32,51.86,59.73,33,10.49,2.22,85.86,62.61,123,5.02,8.04,46.7,159.24,213,3.78,10.15,34.07,50.53,303,0.24,542.87,21.55,435.74,8.0,2028.05
0.06,2062.83,0.05,1306.73,0.11,1306.73,0.23,1.5,1.28,0.66,1.13,0.05,2.87,8.66,0.03,8428.51,338409.34,997.44,2.81,0.86,0.55,89.32,5.14,82.39,174.59,73,59.68,18.05,85.73,14.59,163,63.64,8.25,45.79,59.16,253,32.43,35.18,7.78,91.49,343,0.34,879.51,26.54,2864.13,8.0,915.28
0.04,695.87,0.18,679.03,0.16,806.03,0.72,4.21,0.6,0.78,2.47,0.05,1.09,9.05,0.1,2032.27,24166.89,275.22,3.25,0.94,0.6,12.26,11.3,33.6,67.03,10,3.42,54.65,82.47,13.06,100,21.77,11.6,72.7,63.44,190,5.42,20.85,70.96,155.83,280,-0.02,480.57,13.99,630.8,4.0,533.02
0.16,727.12,0.15,724.93,0.17,769.36,0.75,3.62,0.81,0.47,1.2,0.06,1.52,20.76,0.08,1976.33,16935.04,94.67,3.52,1.03,0.38,24.26,7.88,79.47,64.36,32,16.37,9.21,72.4,117.57,122,3.1,53.89,24.47,0.94,212,16.56,13.41,39.19,92.62,302,0.05,590.15,18.78,1376.77,3.0,1302.22
0.08,2227.61,0.09,1923.49,0.13,2183.66,0.6,3.53,0.7,0.34,1.62,0.03,2.06,9.75,0.06,7052.89,132512.21,1563.13,3.08,1.22,0.68,33.72,17.0,6.99,14.67,0,47.21,12.28,48.27,18.48,90,33.44,8.03,62.73,94.23,180,16.81,16.14,88.32,107.12,270,-0.06,1578.87,26.68,2602.65,5.0,973.36
0.13,48.58,0.16,1718.85,0.11,1960.08,0.51,2.2,0.16,0.84,2.22,0.05,5.63,24.85,0.08,1554.82,3677.15,318.77,4.28,0.79,0.45,5.23,24.73,43.0,123.22,77,13.38,2.96,71.7,67.07,167,4.37,12.98,5.15,161.16,257,13.21,7.63,39.94,82.36,347,0.3,305.15,13.45,1847.97,1.0,1518.54
0.17,654.63,0.15,287.72,0.1,363.31,0.47,1.27,1.08,0.31,1.4,0.04,1.78,17.26,0.09,689.1,8422.49,45.73,1.12,1.35,0.67,7.46,7.62,80.89,104.42,83,14.85,3.14,0.59,28.46,173,6.73,10.01,22.36,48.04,263,2.46,31.39,78.75,96.48,353,0.08,262.09,14.4,508.97,3.0,1031.28
0.07,2448.91,0.1,527.24,0.11,565.61,0.7,2.1,1.2,0.84,1.5,0.06,5.84,25.95,0.07,3145.5,116803.5,666.31,2.57,1.09,0.89,23.83,6.44,0.66,177.87,83,11.6,8.38,27.42,97.44,173,4.43,38.3,28.94,22.98,263,20.97,5.45,26.99,146.33,353,0.32,221.69,29.94,391.89,8.0,790.15
0.15,1484.94,0.11,481.69,0.16,521.95,0.55,4.73,0.72,0.65,2.34,0.06,2.09,19.47,0.03,1671.68,26121.53,213.63,4.25,0.96,0.75,36.85,4.26,76.83,89.33,7,4.42,12.28,12.83,82.86,97,6.17,12.59,18.58,161.83,187,5.22,24.68,44.23,14.15,277,0.09,354.88,29.43,943.24,4.0,1574.5
0.06,935.94,0.12,1681.26,0.04,2020.77,0.3,4.14,1.02,0.44,1.16,0.05,1.88,9.84,0.09,4060.26,44673.3,609.72,3.38,1.45,0.67,4.92,32.33,82.22,155.24,30,3.57,73.85,81.93,63.28,120,3.16,71.54,12.67,69.99,210,5.47,44.67,20.74,76.57,300,0.22,964.62,1.78,2749.74,3.0,638.95
0.09,661.24,0.06,69.23,0.17,78.01,0.49,3.88,0.69,0.38,2.5,0.06,3.31,24.66,0.04,194.1,2662.99,21.21,4.15,1.27,0.89,1.72,4.06,29.27,155.86,14,4.96,2.64,11.96,144.39,104,1.77,4.46,60.09,73.68,194,2.17,4.99,54.55,44.91,284,0.31,71.77,28.31,14.79,3.0,305.13
0.17,1010.85,0.09,353.25,0.16,429.46,0.43,1.31,1.3,0.44,1.73,0.03,4.58,26.67,0.08,1419.99,17706.09,51.54,3.44,1.28,0.82,10.76,5.27,78.5,44.05,28,7.6,6.43,83.19,80.46,118,7.61,11.04,36.8,28.66,208,6.0,6.25,1.07,162.23,298,0.3,478.92,29.89,518.51,5.0,1095.07
0.06,1854.15,0.12,160.71,0.17,197.25,0.38,2.35,2.8,0.8,0.21,0.03,4.76,26.66,0.08,1018.48,33637.47,99.62,3.34,1.49,0.82,30.1,4.12,8.78,155.33,7,4.16,23.56,18.48,18.13,97,23.85,3.27,88.11,47.16,187,3.35,19.94,46.37,25.39,277,-0.06,620.64,4.73,164.11,7.0,410.88
0.14,502.07,0.06,103.65,0.07,125.42,0.45,2.61,1.68,0.48,1.29,0.06,0.84,15.91,0.07,358.88,5972.91,45.83,1.29,1.15,0.87,6.95,5.26,60.74,154.03,81,6.05,6.3,60.47,130.79,171,8.7,3.67,4.65,8.58,261,18.61,1.79,36.03,77.64,351,0.26,154.89,23.01,288.65,4.0,1706.15
0.04,840.45,0.17,1112.17,0.1,1315.37,0.49,2.68,1.44,0.37,2.98,0.06,3.89,20.02,0.05,3054.01,25899.96,599.98,2.16,0.89,0.56,19.86,6.68,49.44,97.58,38,30.07,6.36,27.78,115.95,128,24.12,4.06,65.44,59.17,218,5.62,17.3,21.9,32.85,308,0.15,616.34,16.07,1228.82,3.0,683.15
0.15,1220.74,0.03,578.06,0.12,672.13,0.52,2.84,1.89,0.38,2.02,0.06,2.2,21.38,0.04,3777.89,80815.64,137.5,2.36,0.73,0.53,18.62,16.1,59.0,19.63,71,19.61,18.83,41.3,48.32,161,52.11,5.01,82.2,107.98,251,14.85,26.41,42.98,114.51,341,0.08,115.96,17.04,1457.51,7.0,681.37
0.04,203.5,0.08,2210.46,0.12,2820.97,0.19,4.47,0.84,0.56,2.41,0.05,5.7,28.05,0.07,5749.99,50667.24,600.64,3.02,1.41,0.75,40.97,6.89,2.98,128.89,64,47.9,9.27,14.82,81.19,154,22.77,19.27,49.65,175.56,244,12.77,43.81,71.89,34.55,334,0.0,508.11,3.65,725.87,3.0,220.08
0.11,2248.95,0.15,1439.1,0.05,1795.65,0.31,3.74,1.72,0.78,0.84,0.06,1.38,10.92,0.05,4551.5,73772.26,210.28,2.49,1.28,0.94,9.31,37.24,29.87,167.64,52,24.97,6.75,6.23,85.24,142,6.88,29.85,39.84,125.87,232,15.19,9.48,48.41,7.28,322,0.38,1182.79,25.96,2952.55,4.0,1533.69
0.04,1338.95,0.05,1522.58,0.06,1695.32,0.42,4.64,1.38,0.49,2.88,0.05,5.21,23.1,0.06,8415.36,135136.3,1924.0,1.08,0.9,0.8,21.26,19.19,64.84,80.75,72,11.09,54.76,68.95,59.95,162,25.05,15.24,83.25,120.27,252,13.09,28.3,9.28,26.35,342,0.23,939.57,27.2,2670.16,6.0,1008.23
0.07,1482.65,0.14,534.0,0.08,590.31,0.5,2.07,0.52,0.46,0.37,0.05,4.69,24.02,0.08,1738.3,35375.3,269.03,3.73,1.38,0.34,4.61,12.38,69.69,155.69,49,9.14,10.57,48.75,123.14,139,2.39,35.39,6.23,165.82,229,13.9,6.62,48.26,82.05,319,0.31,187.14,20.78,849.91,4.0,1198.91
0.17,500.24,0.16,227.52,0.09,284.48,0.7,4.19,1.44,0.78,2.75,0.05,2.43,23.77,0.09,622.41,8592.94,48.55,2.87,0.7,0.37,3.83,4.43,78.2,33.92,27,17.15,1.98,85.88,90.38,117,3.74,8.6,31.89,153.71,207,1.61,17.9,7.79,52.6,297,0.01,248.15,6.64,776.87,3.0,874.38
0.06,385.25,0.08,504.15,0.07,654.84,0.35,4.93,0.11,0.33,2.0,0.04,5.18,11.57,0.04,458.79,1771.05,42.12,2.09,1.48,0.67,11.88,1.9,83.21,13.99,67,4.23,4.5,18.22,72.79,157,3.43,6.26,28.58,81.34,247,6.37,4.5,71.77,97.74,337,0.27,50.33,20.15,114.41,1.0,546.39
0.14,1071.41,0.18,430.08,0.07,487.17,0.41,1.65,1.86,0.6,2.02,0.04,5.49,19.53,0.09,1961.33,51097.02,390.66,1.23,1.46,0.51,7.91,22.73,7.83,138.16,57,17.94,8.3,55.91,167.31,147,5.21,23.6,86.65,161.94,237,13.89,11.25,33.25,143.56,327,-0.09,994.23,5.94,1059.83,6.0,729.38
0.12,912.25,0.04,1595.98,0.16,1826.12,0.62,2.22,2.66,0.78,2.54,0.03,3.04,29.33,0.07,8783.66,179932.43,1526.87,2.22,1.31,0.74,19.17,30.71,65.84,28.94,45,86.23,13.12,60.01,97.61,135,29.83,24.16,17.56,45.09,225,97.37,5.61,73.39,93.03,315,0.1,380.49,5.73,547.67,7.0,220.1
0.07,1709.36,0.03,2023.58,0.14,2577.4,0.5,3.93,1.0,0.39,1.76,0.05,2.55,17.76,0.06,7720.21,145540.57,348.25,4.29,0.81,0.37,4.44,40.81,89.24,179.84,50,12.46,38.35,7.96,141.36,140,36.36,9.46,44.19,74.81,230,17.23,17.94,27.53,12.74,320,0.17,629.82,22.95,1757.57,5.0,568.26
0.09,787.25,0.06,525.83,0.1,674.29,0.24,4.32,0.39,0.78,1.57,0.07,0.77,12.32,0.07,1350.09,9835.96,312.59,1.6,1.36,0.51,5.14,24.29,85.32,49.3,84,7.45,11.64,69.98,13.06,174,7.92,6.27,86.7,66.42,264,18.67,9.15,28.52,157.02,354,0.34,0.0,26.83,1140.0,3.0,2125.97
0.11,862.06,0.1,877.63,0.17,1000.69,0.46,2.93,0.87,0.65,1.99,0.06,0.85,14.96,0.08,2476.44,30621.76,243.16,4.21,1.06,0.36,47.79,4.3,32.42,41.43,32,51.0,2.7,5.65,44.7,122,8.89,23.11,33.66,37.54,212,35.36,3.4,8.22,87.36,302,0.33,478.82,15.54,502.94,3.0,343.65
0.12,259.11,0.11,337.27,0.06,365.36,0.65,4.47,0.32,0.6,2.82,0.06,4.09,18.76,0.04,549.64,2957.86,97.93,1.94,1.2,0.91,12.11,4.07,78.82,88.51,85,25.45,1.23,83.51,156.23,175,3.05,21.09,79.52,170.22,265,2.0,31.98,75.56,27.24,355,0.13,35.52,14.35,74.94,2.0,278.94
0.06,332.99,0.08,236.64,0.08,247.31,0.22,4.45,0.52,0.67,1.57,0.05,2.86,20.83,0.09,393.32,3182.18,50.29,1.33,1.05,0.61,7.02,6.34,84.92,28.55,38,5.97,3.27,52.2,108.49,128,4.01,4.17,38.32,76.24,218,1.75,25.83,50.52,99.49,308,0.38,31.58,14.14,156.68,2.0,669.1
0.14,1523.04,0.08,571.29,0.07,709.04,0.52,3.87,2.04,0.42,2.48,0.06,4.78,21.62,0.06,3028.35,88819.25,347.21,4.24,1.5,0.71,16.04,13.87,49.74,35.28,87,62.07,3.58,13.53,23.5,177,46.82,6.76,46.2,122.12,267,7.07,25.16,12.93,161.34,357,0.35,919.52,19.64,1964.23,6.0,1400.18
0.15,358.13,0.07,174.53,0.11,225.85,0.62,3.59,1.68,0.31,0.49,0.03,2.16,20.22,0.06,629.21,6504.42,43.17,4.06,0.94,0.88,2.79,6.8,18.28,85.78,55,9.24,5.91,39.24,97.53,145,9.82,6.13,36.17,6.81,235,25.56,2.15,26.0,54.29,325,0.12,383.85,16.18,175.19,4.0,426.99
0.16,1340.55,0.12,2157.63,0.15,2286.39,0.56,2.94,2.38,0.76,2.9,0.06,5.3,25.01,0.07,14390.3,425723.84,861.81,3.88,1.35,0.43,22.54,46.0,23.3,169.93,8,34.24,28.36,37.43,148.7,98,75.08,19.53,79.88,29.99,188,15.0,85.01,48.31,79.52,278,0.18,1796.36,11.15,2031.09,7.0,492.7
0.02,387.47,0.04,278.83,0.04,358.71,0.43,1.61,0.4,0.47,2.32,0.05,2.24,28.33,0.06,479.96,2472.64,31.5,2.85,0.88,0.87,7.75,5.73,1.78,42.97,25,37.85,1.51,39.88,177.7,115,2.94,9.74,26.05,54.46,205,12.49,3.78,31.66,59.75,295,0.24,245.45,10.89,67.16,2.0,195.24
0.15,135.1,0.18,1213.31,0.13,1451.25,0.68,4.19,0.23,0.34,0.38,0.04,1.77,29.47,0.05,1093.43,3590.4,32.01,2.28,1.31,0.41,3.91,8.97,66.87,160.04,66,11.67,7.66,26.84,15.98,156,10.46,10.89,87.58,46.69,246,4.75,23.46,48.3,161.6,336,0.31,73.22,15.36,586.95,1.0,825.77
0.05,2702.48,0.13,1401.08,0.06,1611.46,0.54,0.89,1.68,0.32,0.72,0.03,1.32,22.51,0.07,8890.06,196142.27,1726.65,3.58,0.9,0.69,13.39,12.34,34.03,87.18,59,17.26,46.39,37.64,79.05,149,11.03,52.11,63.39,139.67,239,77.11,9.99,41.21,61.05,329,0.3,655.44,5.37,2933.48,7.0,237.54
0.09,487.97,0.08,1196.53,0.04,1305.36,0.12,0.86,0.96,0.59,0.48,0.07,0.9,25.62,0.06,3181.08,30619.65,690.32,1.95,1.39,0.49,28.88,7.51,27.25,117.43,64,15.43,22.39,88.63,19.78,154,15.5,15.5,47.84,165.09,244,3.37,63.78,79.4,137.16,334,0.24,395.05,22.25,538.0,3.0,422.91
0.04,13.38,0.02,983.62,0.12,1112.29,0.13,1.08,0.26,0.82,0.17,0.03,3.03,8.17,0.09,919.26,2408.88,164.74,3.75,0.73,0.69,18.69,3.62,15.23,50.4,70,14.95,3.59,52.26,36.4,160,10.97,10.75,50.05,35.29,250,5.33,10.29,61.1,21.74,340,-0.1,210.77,10.62,776.71,1.0,810.73
0.03,254.08,0.08,470.78,0.09,564.06,0.42,2.85,1.8,0.61,0.17,0.05,3.58,14.61,0.07,1786.78,19031.32,126.93,1.1,1.12,0.72,14.09,7.93,22.4,12.22,63,47.98,3.76,20.2,163.9,153,22.99,5.75,84.77,30.89,243,3.99,41.48,41.94,110.34,333,0.31,421.42,12.87,679.06,4.0,523.93
0.17,828.89,0.03,857.76,0.16,1079.65,0.78,4.78,1.96,0.53,2.8,0.05,3.75,29.47,0.06,2905.03,29482.28,398.55,1.55,1.3,0.89,6.76,10.55,30.74,32.65,73,26.26,7.94,3.15,133.87,163,16.05,9.52,7.74,48.07,253,19.13,13.82,33.36,41.82,343,0.37,628.8,19.49,1126.04,4.0,801.25
0.17,557.65,0.14,1553.58,0.16,1931.73,0.33,1.45,2.76,0.85,0.42,0.05,4.66,27.62,0.04,8703.77,142223.75,357.07,1.28,1.17,0.82,13.82,34.82,38.48,51.37,44,91.26,6.17,0.66,55.75,134,4.98,31.12,34.53,152.71,224,13.26,40.83,65.86,75.82,314,-0.0,360.03,18.38,2389.81,6.0,530.03
0.09,354.32,0.14,565.2,0.1,688.6,0.69,1.57,0.32,0.48,2.77,0.04,1.7,27.47,0.04,521.6,1843.3,15.15,2.07,0.77,0.57,3.2,8.89,26.77,136.35,58,2.72,3.59,73.3,158.27,148,5.17,5.28,26.5,177.14,238,3.19,10.54,18.83,0.28,328,0.32,167.93,14.89,573.6,1.0,1482.47
0.06,231.96,0.12,2305.74,0.13,2838.31,0.21,1.72,0.33,0.6,2.52,0.05,5.5,18.29,0.07,6343.57,44901.97,1146.34,3.26,0.75,0.54,64.86,7.95,11.81,124.33,47,14.33,29.24,70.96,69.95,137,18.36,30.96,75.74,124.29,227,60.64,6.6,50.8,148.87,317,-0.06,841.44,0.34,2671.14,3.0,149.81
0.04,446.32,0.11,2369.83,0.05,2713.03,0.13,4.86,0.57,0.38,1.03,0.05,1.82,9.1,0.04,5714.06,70940.76,821.75,3.27,1.07,0.72,18.36,28.69,42.54,66.01,9,15.06,8.24,25.84,52.79,99,9.24,52.39,30.29,33.11,189,65.34,7.12,68.78,33.61,279,0.24,1145.35,21.97,2875.01,3.0,1079.87
0.08,2183.89,0.15,555.66,0.13,644.91,0.6,2.22,3.76,0.69,1.63,0.04,5.2,21.73,0.1,3764.37,99723.03,455.81,3.04,1.4,0.62,3.36,58.32,48.57,89.62,23,13.58,20.69,15.35,116.75,113,3.32,68.59,21.52,129.71,203,3.54,66.87,10.45,15.34,293,0.26,1488.8,27.08,226.3,8.0,629.98
0.07,119.0,0.15,975.59,0.18,1217.16,0.3,2.54,1.47,0.51,2.2,0.05,5.59,18.2,0.05,2745.23,17616.8,334.69,4.37,0.77,0.55,54.42,2.4,27.08,103.94,54,26.51,11.55,57.75,140.78,144,15.66,10.53,83.34,171.55,234,9.21,21.13,80.54,43.86,324,0.23,323.13,29.13,921.95,3.0,953.78
0.05,456.24,0.04,138.06,0.05,173.72,0.55,1.55,0.9,0.56,1.06,0.04,1.95,25.3,0.07,255.65,2033.16,55.47,2.67,1.1,0.54,2.46,4.61,33.03,57.18,40,0.71,17.7,84.85,143.06,130,3.85,3.77,63.97,112.09,220,0.69,11.06,81.71,136.26,310,0.32,71.33,26.46,415.77,2.0,3892.72
0.03,286.62,0.09,187.45,0.17,212.31,0.23,2.85,0.76,0.78,1.36,0.05,5.55,16.71,0.07,312.68,2433.11,63.06,2.84,1.17,0.87,15.9,1.16,29.96,15.72,67,2.89,15.65,17.94,43.08,157,4.49,7.19,71.43,173.83,247,5.07,5.74,42.2,122.76,337,0.29,147.89,3.0,144.69,2.0,321.58
0.07,337.46,0.06,1459.18,0.12,1817.45,0.57,3.34,0.12,0.49,0.06,0.07,4.15,15.94,0.07,1386.95,4417.14,333.19,1.9,1.32,0.57,1.5,37.57,68.35,121.31,31,10.93,8.85,43.01,83.9,121,3.51,13.0,8.52,157.02,211,28.63,3.71,83.53,48.96,301,0.4,45.85,23.44,646.47,1.0,1086.92
0.05,1104.42,0.1,872.93,0.06,993.29,0.85,4.78,1.23,0.31,1.1,0.06,4.14,9.84,0.03,2186.29,26065.92,111.65,4.49,1.1,0.55,16.14,12.21,46.58,128.72,59,22.32,5.36,61.08,146.97,149,6.75,19.38,5.82,51.91,239,14.08,13.25,36.13,169.07,329,0.27,485.79,8.65,104.89,3.0,124.19
