Walls U Value,Walls Area,Floor U Value,Floor Area,Roof U value,Roof Area,Maintenance Factor,Mid-pane U value,Av Frame Width,Glazing g,Frame U value,Psi Factor,Infiltration Rate,Ventilation Rate,Shelter Factor,TFA,Volume,Occupants,Metabolic Gains,Electrical Gains,MVHR efficiency,W1H,W1W,W1A,W1B,W1dir,W2H,W2W,W2A,W2B,W2dir,W3H,W3W,W3A,W3B,W3dir,W4H,W4W,W4A,W4B,W4dir,Linear TB coef,length of TB,Point TB coef,Number of point TB,Floors,Total Heating E
0.1,2340.79,0.06,621.06,0.08,390.82,0.35,3.31,1.25,0.76,0.9,0.06,4.18,23.74,0.09,2865.2,6121.76,3772.74,3.87,1.39,0.51,16.26,15.08,14.67,178.98,97.25,7.65,17.96,74.98,164.9,33.92,21.63,30.54,58.05,131.15,148.66,26.15,25.35,5.74,162.01,61.42,0.31,1598.45,26.18,1176.84,1.0,1511.74
0.12,967.22,0.07,476.29,0.15,1067.98,0.22,3.69,0.57,0.54,0.37,0.03,5.9,8.75,0.07,2151.14,7847.8,2979.34,3.12,0.84,0.34,20.42,23.21,45.25,146.69,27.09,25.88,14.53,80.8,165.31,130.38,1.84,9.78,51.37,56.09,233.32,15.51,9.25,43.77,90.14,3.12,0.03,119.04,28.21,2881.27,8.0,3698.22
0.05,449.35,0.16,1041.06,0.15,681.93,0.27,3.19,0.35,0.75,2.97,0.03,2.63,18.96,0.06,9488.45,1813.2,3243.58,1.03,0.72,0.8,5.61,1.79,31.61,67.36,327.68,13.85,24.07,89.51,93.98,146.21,13.48,24.85,37.87,100.61,227.25,28.9,27.24,62.6,48.72,269.54,0.15,383.62,29.64,2934.79,6.0,872.61
0.03,1208.59,0.17,528.98,0.14,1048.73,0.16,3.99,1.6,0.8,1.68,0.05,3.86,22.88,0.08,2950.18,29120.79,3765.44,4.4,1.11,0.43,22.45,2.87,39.74,113.92,336.06,17.12,14.67,21.94,15.95,230.91,12.56,22.89,26.85,4.48,102.48,17.81,18.47,46.78,92.2,348.79,-0.03,1431.51,18.28,1021.23,5.0,1174.04
0.07,734.87,0.06,308.67,0.07,707.63,0.49,4.67,1.41,0.72,2.53,0.07,1.49,24.91,0.08,7203.15,23601.81,2498.65,2.1,0.82,0.6,9.02,19.23,41.45,46.83,210.37,38.46,5.03,21.71,76.26,326.22,16.85,4.15,6.05,154.41,111.96,17.65,4.25,52.14,158.27,162.48,-0.05,270.2,10.83,1927.62,7.0,218.83
0.16,969.02,0.05,289.43,0.15,841.13,0.25,2.19,1.16,0.71,0.93,0.03,5.85,26.34,0.06,839.77,12319.84,3651.37,1.62,1.33,0.88,35.29,4.48,85.12,57.26,142.41,9.65,4.13,35.13,87.92,173.85,15.59,27.64,75.89,57.78,97.94,23.7,29.25,32.64,81.61,178.9,0.07,210.92,23.85,326.64,2.0,1550.36
0.12,773.38,0.12,1374.14,0.06,1811.08,0.72,4.66,0.11,0.61,1.12,0.04,1.33,10.78,0.09,3106.27,18704.25,3377.07,3.82,1.17,0.42,6.21,15.0,8.74,167.53,260.47,11.11,17.15,64.7,62.71,62.67,19.63,19.58,62.72,148.2,173.89,23.08,18.19,64.92,130.21,301.47,0.17,1151.31,4.18,2744.94,6.0,585.02
0.06,1441.82,0.07,687.76,0.05,203.83,0.77,1.33,0.69,0.73,1.96,0.04,0.87,15.8,0.1,1131.96,6441.22,1640.96,3.13,0.78,0.54,11.6,4.51,40.49,108.92,44.19,17.64,16.91,39.01,44.93,46.36,18.81,24.32,37.78,68.38,61.97,4.27,16.63,23.67,119.54,236.92,0.06,257.15,20.06,124.07,5.0,556.83
0.18,1275.72,0.12,1070.93,0.16,233.06,0.64,2.52,1.47,0.75,2.03,0.06,0.78,8.35,0.08,388.92,8828.72,2482.48,2.57,1.26,0.7,19.92,23.69,89.99,59.22,96.45,13.5,13.91,63.16,92.33,234.63,14.3,10.03,2.2,163.75,28.16,16.44,31.67,80.57,172.59,145.7,0.35,1303.24,3.81,1110.1,3.0,1921.83
0.07,462.82,0.15,675.96,0.09,234.98,0.85,3.46,0.11,0.57,1.16,0.05,5.95,7.49,0.05,3039.35,4020.44,216.98,4.28,1.39,0.82,2.61,16.67,30.98,39.14,343.71,11.78,23.06,27.05,90.83,211.71,4.31,13.99,77.43,65.24,64.46,23.94,11.47,59.22,173.75,244.45,0.12,1344.98,6.31,1097.34,8.0,235.28
0.15,1185.75,0.13,1483.61,0.12,501.85,0.11,3.79,0.73,0.8,1.81,0.04,1.27,13.36,0.05,3028.17,13462.73,3482.75,3.05,1.18,0.9,10.67,9.65,27.76,76.83,81.74,21.77,10.45,16.37,144.78,157.65,9.28,12.85,88.24,21.28,43.9,2.8,39.49,0.61,123.77,76.47,0.02,1226.4,15.97,2964.16,5.0,1452.48
0.06,739.7,0.18,389.93,0.13,962.22,0.28,2.86,0.68,0.75,1.14,0.05,2.21,25.17,0.07,3468.14,14172.74,3494.22,3.09,1.39,0.91,38.81,19.1,46.43,78.34,94.26,27.49,21.19,49.01,45.33,16.82,22.82,17.45,11.98,12.75,155.5,23.42,11.15,56.85,30.73,278.56,0.38,590.78,26.7,2206.16,6.0,1666.12
0.1,3054.68,0.14,2139.22,0.1,463.88,0.48,0.91,1.85,0.44,1.27,0.06,1.82,13.12,0.03,567.23,15996.86,3848.71,3.31,0.99,0.58,10.46,11.83,71.95,112.46,127.29,10.92,2.58,56.37,22.83,258.58,18.9,19.36,13.22,117.47,327.2,9.12,26.84,5.81,93.83,11.1,0.01,470.35,18.95,589.3,6.0,2960.54
0.14,853.68,0.04,402.9,0.06,463.28,0.68,4.75,1.55,0.8,2.2,0.03,4.53,18.25,0.06,3101.94,6172.98,594.51,2.42,1.45,0.53,20.35,32.68,3.21,55.52,92.09,18.48,14.74,32.41,29.53,30.4,9.37,28.08,21.24,91.17,86.49,14.41,13.93,66.95,107.88,156.66,0.05,1161.73,6.68,2101.0,5.0,603.73
0.02,760.98,0.13,792.76,0.03,107.43,0.73,4.18,0.83,0.61,0.43,0.05,2.1,23.32,0.09,5551.08,9821.3,1541.88,3.12,0.95,0.6,8.9,19.11,0.08,56.61,139.32,18.96,18.37,23.1,56.81,249.58,16.66,2.77,9.96,88.99,332.07,9.88,32.18,64.18,105.65,342.65,0.34,1293.38,9.05,2182.91,3.0,404.87
0.08,620.62,0.12,1913.36,0.02,1709.37,0.12,2.66,0.65,0.69,1.79,0.05,1.98,25.79,0.06,3603.71,8027.27,618.99,4.18,1.37,0.5,14.71,13.1,70.67,2.65,355.06,2.73,19.07,41.05,120.18,341.78,23.45,4.97,83.66,90.69,264.45,21.17,22.48,32.74,44.09,357.25,0.29,1244.11,23.46,2390.08,8.0,1335.51
0.1,355.15,0.06,669.29,0.13,360.9,0.46,4.77,0.11,0.51,2.01,0.04,2.51,11.17,0.1,311.68,1336.02,2940.16,3.21,1.19,0.3,18.32,10.97,17.03,79.48,71.78,13.54,13.34,55.13,163.23,122.18,20.59,4.68,27.97,158.78,68.48,17.28,27.5,55.45,106.53,272.57,0.08,376.28,13.98,1406.06,2.0,8663.48
0.08,1649.54,0.03,527.02,0.13,383.75,0.31,4.96,1.79,0.6,0.62,0.06,3.61,7.23,0.06,3100.3,6600.51,537.02,1.56,1.43,0.66,12.78,20.35,58.49,35.68,246.4,15.2,29.33,78.4,16.71,346.81,6.58,9.57,38.9,148.45,49.54,16.73,3.98,27.2,174.17,286.13,0.2,934.19,4.5,1314.07,5.0,40.32
0.11,2825.0,0.05,1353.88,0.03,619.76,0.52,4.94,1.85,0.73,1.93,0.03,1.88,18.24,0.06,1448.65,4172.33,1280.62,2.01,0.77,0.66,31.92,13.8,22.27,127.62,117.27,19.71,11.32,1.93,60.48,166.21,21.37,19.73,23.15,63.42,41.03,9.83,10.84,77.04,45.21,173.47,0.22,128.34,28.86,2733.6,4.0,5157.06
0.06,3129.47,0.11,244.14,0.18,406.94,0.47,4.8,2.08,0.51,0.56,0.05,4.27,10.62,0.08,12174.13,1147.26,227.35,2.51,0.8,0.7,21.75,10.08,7.4,140.25,31.62,21.08,12.77,37.4,134.66,309.74,41.26,24.91,82.22,78.58,48.08,11.45,27.51,87.65,9.24,41.6,-0.1,48.49,15.94,1838.32,5.0,53.76
0.13,901.2,0.03,1097.31,0.11,468.53,0.44,2.17,1.58,0.71,1.43,0.06,3.99,5.19,0.04,3849.89,18530.09,258.57,3.59,1.09,0.74,14.82,5.82,79.01,137.65,147.75,13.07,27.64,70.47,154.04,349.48,14.86,4.99,1.88,112.31,64.89,18.16,12.97,6.6,140.71,247.29,0.09,171.73,29.91,2255.45,8.0,69.97
0.07,771.54,0.06,1505.25,0.03,739.04,0.6,1.69,1.15,0.82,1.02,0.07,3.59,12.05,0.04,367.92,255.99,2431.63,1.56,0.97,0.75,19.57,5.21,5.83,155.09,120.98,10.85,13.47,3.06,60.79,153.24,39.21,12.71,4.2,57.55,187.74,23.08,32.63,80.57,162.57,26.41,-0.03,1082.09,16.33,656.5,7.0,3319.89
0.18,1731.71,0.07,213.0,0.11,344.19,0.68,4.9,1.31,0.82,2.82,0.07,4.81,22.23,0.05,14584.34,502.57,929.41,2.44,1.1,0.62,15.71,39.45,33.5,1.94,25.52,22.13,6.14,11.6,117.68,281.03,12.57,21.67,24.03,68.57,273.37,8.63,20.61,27.02,43.22,33.54,0.15,878.45,7.74,59.4,4.0,3.35
0.06,2575.38,0.13,871.23,0.07,1808.72,0.13,4.69,1.53,0.32,0.8,0.07,3.71,10.83,0.05,1740.64,8506.23,3602.54,3.01,0.74,0.67,4.86,10.21,50.27,27.98,227.79,36.45,30.68,32.7,39.04,254.2,20.12,17.44,88.82,172.69,10.85,13.0,16.76,51.36,175.61,335.77,0.3,745.95,19.85,2965.51,7.0,3575.53
0.09,207.19,0.14,849.37,0.14,600.52,0.17,2.0,1.55,0.47,2.55,0.05,4.97,19.22,0.03,4726.63,7976.65,3985.21,1.94,1.27,0.52,13.08,12.02,32.55,82.68,147.05,36.91,10.76,5.28,17.31,48.64,24.45,8.35,43.02,130.94,28.4,25.79,27.05,60.74,41.45,27.34,0.38,347.64,0.32,2671.08,7.0,277.98
0.03,515.48,0.02,517.16,0.16,188.67,0.43,3.18,2.17,0.58,0.05,0.06,0.97,9.56,0.09,285.0,7081.18,2611.2,4.41,0.81,0.33,17.4,15.36,70.99,63.67,245.57,11.2,17.71,7.99,19.55,347.58,14.52,3.77,53.34,101.33,68.26,2.98,27.45,1.61,108.07,232.15,-0.07,1393.56,13.07,1855.88,3.0,8971.74
0.14,908.05,0.12,598.79,0.08,695.58,0.32,2.31,0.75,0.64,2.16,0.06,4.3,22.08,0.05,371.46,12916.5,3517.2,4.28,1.3,0.92,20.29,16.14,17.69,109.84,67.95,32.23,11.6,13.67,36.45,27.13,27.4,39.81,59.39,0.88,162.81,11.16,14.82,5.14,175.08,24.16,0.19,1146.02,8.34,881.96,2.0,3191.95
0.09,2096.08,0.11,582.13,0.04,311.66,0.36,2.42,1.34,0.6,2.86,0.04,3.99,28.94,0.06,556.66,17400.49,2216.85,3.68,1.49,0.5,10.65,26.21,25.25,122.04,353.78,14.81,13.69,40.11,108.11,278.62,15.07,29.29,40.1,24.08,112.92,28.77,9.62,40.95,158.13,33.66,0.37,1154.11,15.87,2099.61,8.0,3733.91
0.04,973.65,0.17,522.62,0.09,1280.86,0.18,3.91,0.54,0.65,1.1,0.06,4.65,8.6,0.1,1394.91,14680.03,3303.97,3.8,0.77,0.74,1.88,6.99,25.57,64.18,257.12,30.79,6.12,12.1,89.09,273.0,3.64,30.97,72.41,91.06,206.69,33.42,35.63,74.07,21.78,335.57,0.0,203.46,12.26,1789.19,4.0,1679.9
0.11,3708.37,0.13,727.39,0.02,645.27,0.57,4.85,0.98,0.47,2.25,0.04,5.16,8.41,0.04,982.27,1749.97,3733.44,2.13,1.41,0.67,11.11,21.18,60.08,43.35,309.0,11.61,8.9,7.2,158.39,331.52,15.61,9.68,57.69,138.34,225.81,9.05,12.35,71.26,41.5,285.53,0.01,819.9,27.31,82.53,8.0,324.18
0.04,381.22,0.13,1205.42,0.03,1996.23,0.18,2.7,0.45,0.64,2.2,0.06,3.61,29.17,0.05,10665.85,9970.96,1995.58,1.86,1.16,0.36,23.19,3.39,66.0,134.81,54.23,20.81,34.14,38.71,48.53,216.47,9.98,8.02,56.67,32.58,148.18,15.82,3.89,51.01,131.58,67.16,-0.09,1583.13,29.72,2574.95,7.0,731.43
0.15,3106.89,0.05,1282.43,0.06,2027.75,0.34,3.44,0.3,0.44,0.66,0.07,1.92,18.98,0.04,1862.18,5492.46,1015.39,4.19,0.75,0.39,17.3,5.56,55.78,32.2,299.61,40.17,12.07,11.93,158.94,272.39,6.95,38.73,25.26,120.06,104.64,8.91,10.29,38.64,56.88,303.89,0.25,443.13,10.91,1171.7,1.0,265.37
0.06,1897.62,0.09,413.41,0.07,466.26,0.58,3.03,0.26,0.71,1.4,0.06,1.3,10.95,0.04,2485.51,10064.92,3434.63,1.1,1.4,0.84,21.52,15.73,24.64,118.01,302.65,11.66,29.76,58.92,7.51,38.94,15.16,15.55,29.64,133.48,103.99,15.76,8.25,84.27,104.05,79.57,-0.09,1292.89,13.92,979.22,1.0,650.88
0.07,1753.14,0.11,412.71,0.13,573.59,0.24,2.34,2.77,0.65,2.98,0.05,1.5,24.44,0.04,6321.99,26931.85,722.57,3.58,1.01,0.57,20.03,13.03,6.3,72.45,313.2,15.84,28.36,76.62,8.29,138.47,0.49,27.69,2.67,87.28,356.75,24.17,33.78,15.12,118.54,15.4,0.09,285.35,21.57,1679.78,7.0,587.58
0.16,251.08,0.08,229.1,0.02,469.34,0.42,3.18,3.73,0.47,1.62,0.06,4.4,12.58,0.07,8294.42,3436.72,1501.07,3.83,0.79,0.73,17.83,14.22,65.93,154.72,283.98,2.1,20.27,37.87,114.2,71.69,8.58,12.73,85.85,162.52,285.49,14.55,16.9,56.91,127.56,252.86,0.25,1193.43,1.89,556.03,2.0,17.41
0.05,1799.82,0.06,341.39,0.17,953.7,0.52,2.48,1.01,0.74,2.12,0.05,1.58,7.31,0.09,6081.6,41345.24,1517.04,2.41,0.74,0.43,21.66,13.66,1.84,26.77,194.93,4.11,13.03,64.28,89.53,112.47,5.69,9.93,9.98,76.71,108.54,33.67,10.23,89.16,58.6,241.86,0.02,1131.38,22.68,270.43,4.0,148.12
0.07,2520.78,0.02,1420.2,0.08,212.16,0.22,2.4,0.94,0.83,1.14,0.03,3.12,26.22,0.07,416.98,6441.65,2770.26,2.37,1.03,0.84,37.89,31.84,76.21,41.2,158.42,26.03,37.18,30.88,62.47,222.7,19.51,11.86,29.59,84.25,307.39,6.77,11.99,68.3,78.89,132.18,0.08,734.69,27.33,2572.26,2.0,16838.51
0.03,1073.73,0.03,254.15,0.15,364.91,0.84,1.82,0.79,0.51,1.18,0.04,4.91,20.71,0.03,9784.77,1051.24,707.05,3.45,0.81,0.59,26.79,6.07,31.35,54.49,283.41,15.12,8.5,66.29,179.59,136.14,11.05,11.55,37.78,30.66,313.61,31.96,26.96,8.01,17.8,70.56,-0.1,673.44,0.21,1247.58,3.0,8.73
0.13,1343.07,0.14,631.72,0.06,542.5,0.18,1.86,2.0,0.6,1.19,0.05,1.57,17.87,0.05,2664.43,17333.05,2793.17,2.15,1.27,0.43,25.92,9.16,34.02,111.36,41.85,18.66,27.19,69.9,18.81,21.64,13.83,28.07,38.72,39.81,230.44,11.39,12.99,62.33,107.56,214.52,0.05,439.99,9.4,2124.56,8.0,1048.91
0.1,817.6,0.16,1616.61,0.09,1131.56,0.82,1.64,0.35,0.66,2.37,0.03,2.86,23.47,0.09,706.5,14385.17,2043.61,3.22,1.2,0.51,19.17,4.51,76.05,68.92,146.86,11.55,6.13,27.27,165.86,263.68,16.57,17.61,64.09,67.25,291.41,13.85,9.97,3.38,113.17,37.17,0.3,1476.46,12.62,2495.08,5.0,5133.38
0.15,3080.31,0.1,863.7,0.12,668.8,0.68,3.51,1.87,0.56,1.4,0.06,4.95,13.83,0.05,3371.38,1755.84,1633.18,3.77,1.34,0.94,22.86,26.8,75.96,13.87,158.46,4.09,29.28,47.11,51.8,290.55,19.59,19.39,43.03,99.83,19.28,33.64,15.2,74.39,43.81,186.99,0.12,525.36,6.05,1425.47,6.0,139.66
0.08,1010.14,0.12,520.67,0.14,1343.53,0.54,1.55,0.93,0.39,1.77,0.05,3.21,14.81,0.08,7484.01,14792.24,661.36,1.88,1.42,0.35,2.24,20.16,4.63,39.28,166.47,7.67,32.13,14.54,139.34,252.1,32.6,31.64,84.16,129.02,251.18,22.07,5.8,19.66,172.24,236.08,0.2,269.73,28.78,2574.8,4.0,896.71
0.13,1876.3,0.07,902.52,0.16,892.37,0.87,4.94,3.35,0.79,2.48,0.05,4.57,20.42,0.1,3526.84,4758.73,3612.91,4.28,0.96,0.55,41.45,7.08,45.7,172.8,167.31,16.54,19.6,82.32,21.75,120.32,26.77,5.17,41.73,137.14,152.1,5.25,10.36,18.7,3.36,39.99,0.28,663.73,19.15,730.99,5.0,664.49
0.18,960.71,0.05,379.93,0.18,1739.74,0.15,1.67,3.98,0.71,1.86,0.05,5.68,17.55,0.07,634.61,8265.71,2172.31,2.59,1.27,0.89,33.99,15.66,48.94,113.61,224.62,37.77,14.14,44.64,173.97,101.2,17.39,14.13,19.24,107.79,124.03,30.37,5.94,54.8,121.92,176.03,-0.09,896.55,26.8,312.31,8.0,1870.73
0.08,1270.93,0.16,840.04,0.05,614.99,0.19,4.98,0.12,0.45,2.23,0.05,3.86,23.7,0.09,2233.61,11744.34,1810.21,3.1,0.78,0.32,22.45,7.41,5.71,122.58,194.24,23.79,14.22,34.84,144.0,233.35,11.47,33.8,60.16,163.52,341.18,25.46,11.26,6.34,6.68,296.33,-0.1,655.36,22.29,2432.59,5.0,2753.17
0.14,503.87,0.13,82.44,0.03,2077.58,0.55,2.46,0.2,0.64,2.62,0.06,3.01,8.34,0.09,2373.37,3377.06,416.23,1.0,1.15,0.71,18.45,7.43,89.59,167.42,68.16,12.34,19.38,42.23,110.88,258.12,42.18,1.0,78.81,102.03,61.3,15.26,27.35,46.52,60.16,295.43,0.25,608.47,8.94,2518.82,4.0,893.09
0.17,1662.2,0.15,841.12,0.13,207.0,0.34,1.66,2.49,0.43,2.72,0.03,2.27,24.74,0.03,2257.32,7379.97,3912.65,4.25,0.84,0.74,21.53,18.98,21.12,80.61,248.31,13.43,12.05,14.86,164.0,93.42,40.63,20.3,83.35,155.29,169.33,24.7,10.58,35.05,114.08,15.17,-0.01,240.76,20.67,2340.68,8.0,2261.02
0.09,1896.35,0.12,737.36,0.09,806.87,0.38,4.14,2.11,0.6,0.72,0.05,0.97,26.19,0.05,6139.41,11490.93,1158.99,2.01,0.83,0.63,11.41,21.71,33.46,129.18,157.81,17.8,10.98,18.95,120.57,258.83,22.82,14.67,3.25,2.66,85.55,14.09,14.98,29.49,73.11,243.56,0.06,153.55,0.3,1065.65,4.0,70.22
0.03,384.85,0.14,756.93,0.12,1952.36,0.68,2.1,0.53,0.71,0.49,0.06,2.94,26.88,0.06,6069.15,2411.35,3389.51,3.85,1.24,0.55,19.73,21.28,61.68,162.04,24.96,35.76,7.73,33.61,21.46,312.16,15.55,13.89,77.67,44.08,57.46,21.62,18.55,59.64,150.6,284.4,0.32,53.13,2.82,2501.13,2.0,103.4
0.1,1342.41,0.13,641.41,0.12,1390.67,0.13,1.89,1.02,0.81,1.02,0.04,0.51,24.87,0.09,5136.98,2014.39,551.48,1.46,0.79,0.83,16.53,24.46,88.81,20.51,90.05,26.7,15.64,66.98,76.55,89.69,16.18,14.99,71.59,1.07,167.97,12.19,7.73,39.24,126.8,72.26,0.07,336.76,8.46,723.21,6.0,137.32
0.07,1372.44,0.03,410.34,0.11,867.77,0.85,3.19,1.98,0.57,0.47,0.03,2.99,19.66,0.1,4758.67,2234.67,3347.34,3.63,0.98,0.82,12.43,30.59,32.9,79.85,246.75,17.99,5.64,52.46,42.09,111.17,16.66,16.73,74.62,37.53,254.38,14.6,16.62,61.4,24.53,88.91,-0.02,1213.88,0.33,1482.55,4.0,77.13
0.03,944.59,0.08,320.6,0.13,677.89,0.34,0.87,1.58,0.6,1.1,0.04,4.63,18.5,0.1,3016.5,17850.79,1462.99,1.69,1.03,0.74,33.97,39.81,70.73,76.9,210.16,14.95,10.9,77.42,56.41,258.84,3.36,23.37,0.59,29.55,1.93,25.41,29.27,59.77,143.39,163.37,0.23,13.94,24.04,2333.42,7.0,1787.07
0.17,1539.75,0.06,679.57,0.05,1816.76,0.73,3.5,1.06,0.32,2.71,0.07,4.87,29.95,0.03,746.59,7010.64,734.97,1.27,0.79,0.73,2.32,11.59,58.65,50.64,232.9,36.27,9.63,13.29,103.46,176.02,9.32,39.52,76.8,107.13,58.05,7.65,36.61,61.86,30.51,253.89,0.08,71.42,28.61,2012.15,7.0,7423.21
0.06,188.7,0.08,1162.98,0.03,205.38,0.87,2.11,0.54,0.82,1.31,0.05,1.07,16.09,0.05,593.16,2870.1,3436.08,4.43,0.96,0.35,19.37,19.76,74.6,111.27,329.4,11.87,12.1,31.41,62.36,337.51,21.77,18.61,78.32,23.05,188.78,31.26,3.11,47.69,165.32,39.19,0.28,765.03,24.54,1324.45,5.0,2331.73
0.09,1349.28,0.12,355.17,0.03,471.52,0.66,4.11,0.11,0.69,0.86,0.05,4.57,22.01,0.07,491.18,3810.1,3039.6,2.43,0.94,0.66,23.15,6.24,7.19,115.59,119.06,6.75,33.81,59.15,178.46,15.81,24.75,33.29,43.37,96.14,212.35,4.39,8.7,17.74,63.23,285.63,0.35,1017.24,8.05,1723.54,1.0,4846.58
0.17,1486.62,0.14,874.35,0.13,1560.89,0.39,3.21,1.38,0.84,2.07,0.06,2.97,7.39,0.04,588.12,815.03,3806.5,4.33,1.3,0.38,24.28,1.85,32.9,76.99,35.32,34.06,28.23,27.13,20.9,102.58,18.47,3.97,74.67,72.44,138.73,4.25,19.62,52.28,38.99,351.09,0.15,9.74,27.29,2110.23,4.0,9979.49
0.13,269.64,0.18,1453.07,0.16,843.2,0.33,4.49,2.93,0.61,1.66,0.06,2.27,27.78,0.03,369.09,14484.26,2238.83,1.53,0.9,0.78,30.96,7.97,10.05,39.02,256.67,15.73,9.96,37.14,104.81,145.27,25.48,40.03,31.54,3.31,192.28,25.96,26.69,14.04,171.53,183.1,0.27,144.02,28.94,114.97,7.0,3120.29
0.1,416.94,0.08,2115.43,0.1,311.88,0.4,3.07,0.83,0.4,1.06,0.05,3.96,10.47,0.04,1229.2,1716.33,3700.6,1.96,1.04,0.4,19.75,10.56,38.32,153.14,128.67,20.25,21.33,38.8,32.33,229.74,17.41,5.15,71.89,150.93,117.26,36.72,13.42,56.81,80.04,266.66,0.02,986.24,11.81,15.19,2.0,778.56
0.04,570.79,0.16,448.1,0.16,2073.87,0.29,1.25,0.74,0.77,0.34,0.03,1.72,21.14,0.08,960.29,32397.76,2323.74,3.85,1.02,0.64,27.77,27.35,59.11,57.65,0.34,10.7,19.36,18.83,170.25,357.2,11.06,37.0,84.73,124.67,311.64,16.18,2.88,19.46,132.14,192.45,0.18,1017.77,27.72,2193.71,4.0,3399.45
0.02,2573.19,0.03,539.57,0.02,94.27,0.37,3.25,0.89,0.79,1.33,0.07,5.59,27.76,0.03,8114.98,2688.24,2040.13,4.41,0.85,0.38,40.97,24.0,19.56,133.34,249.82,3.44,4.8,88.4,151.77,161.27,11.54,11.82,20.15,51.88,178.01,12.03,33.9,75.94,116.13,12.16,0.06,1085.18,6.41,2792.87,4.0,318.57
0.12,230.06,0.03,505.44,0.09,433.02,0.57,4.67,0.28,0.3,0.33,0.07,0.95,23.6,0.06,5263.71,1872.02,2988.3,3.96,1.24,0.86,7.02,32.8,59.58,111.18,46.23,38.05,2.48,2.58,7.73,323.54,21.29,30.17,33.67,44.35,309.65,13.05,17.32,89.55,82.74,48.41,0.31,1051.99,26.18,2699.95,7.0,1230.42
0.11,1889.82,0.11,243.14,0.15,605.88,0.66,0.95,0.91,0.67,2.31,0.05,3.95,18.28,0.07,14638.49,7715.45,3755.59,3.44,0.86,0.4,30.22,18.94,85.81,63.3,181.73,15.45,30.84,55.58,151.18,5.2,19.78,5.14,72.25,114.65,276.47,19.25,10.06,14.69,124.93,341.12,-0.01,1502.0,27.01,975.79,1.0,209.08
0.06,3232.52,0.16,877.94,0.15,206.33,0.85,4.56,2.57,0.47,1.97,0.05,3.14,15.83,0.04,384.77,15717.03,520.04,4.47,0.95,0.37,8.32,6.44,46.47,67.16,188.82,30.19,13.08,12.98,101.42,315.06,7.83,30.3,82.95,26.9,74.28,16.78,25.87,22.15,133.5,329.86,0.25,280.22,1.8,1642.39,7.0,206.47
0.17,293.0,0.13,303.73,0.08,1493.18,0.13,1.3,2.57,0.72,1.45,0.06,1.49,26.0,0.08,12509.28,3174.26,471.42,2.61,1.2,0.49,29.23,21.73,19.02,113.27,238.26,18.93,6.92,39.17,78.61,192.38,39.64,25.12,67.29,111.64,268.43,10.48,3.51,15.46,117.34,214.83,0.22,794.6,1.42,2027.55,4.0,17.8
0.16,1793.04,0.17,738.03,0.15,874.66,0.51,3.06,0.45,0.38,0.82,0.04,3.38,20.87,0.1,5084.88,3171.24,1572.23,4.02,1.06,0.41,6.92,23.53,79.79,160.32,34.03,9.65,5.89,26.53,54.49,102.59,23.42,9.68,48.7,158.12,177.01,26.48,18.13,0.29,131.35,309.82,0.3,961.11,17.82,2241.16,1.0,807.19
0.16,866.66,0.13,1738.33,0.08,984.54,0.53,2.72,2.03,0.81,0.28,0.07,1.85,24.14,0.05,10312.84,26756.91,3942.87,3.46,1.16,0.66,9.72,15.2,52.21,98.16,275.11,17.93,7.71,79.53,13.43,355.87,33.19,21.78,53.7,4.21,69.34,14.03,5.45,54.96,144.58,154.22,0.06,292.69,2.46,232.23,7.0,34.84
0.18,752.33,0.18,776.45,0.12,682.72,0.12,3.25,0.42,0.31,1.29,0.07,0.96,18.98,0.06,5190.32,3875.32,1234.88,1.62,1.04,0.8,22.83,15.06,12.96,102.13,23.12,19.62,7.91,75.07,50.82,259.41,9.07,12.26,72.45,31.62,97.69,11.33,7.19,77.6,120.43,246.73,0.11,849.8,28.73,548.75,3.0,311.19
0.06,692.56,0.03,565.73,0.14,740.84,0.15,2.81,0.32,0.46,0.87,0.06,1.2,22.38,0.09,3919.73,2675.85,3706.74,1.93,0.78,0.4,4.56,11.9,45.64,102.23,239.71,5.36,9.26,22.35,136.24,134.59,34.01,17.79,33.68,67.63,283.53,29.93,27.47,75.65,1.05,129.7,0.1,621.29,19.24,2196.42,5.0,1356.16
0.02,2224.69,0.13,1154.32,0.05,1911.79,0.12,3.42,0.63,0.64,0.59,0.04,1.93,22.02,0.06,1858.37,18794.14,2218.76,1.4,0.8,0.33,6.85,36.6,69.55,107.47,320.05,16.81,6.84,5.29,87.75,200.98,35.62,16.52,11.39,126.07,176.55,8.15,3.5,56.44,107.82,185.53,0.32,925.0,0.95,1330.28,5.0,674.97
0.06,1654.62,0.11,295.88,0.06,1036.46,0.28,2.15,2.12,0.75,1.5,0.05,2.69,19.05,0.04,2665.99,1479.11,2687.55,3.07,1.17,0.79,18.1,6.1,31.34,100.02,135.57,5.36,6.67,55.0,165.4,330.98,29.17,1.8,85.56,77.9,336.26,9.46,22.51,59.46,85.91,197.34,-0.03,1293.29,2.4,888.23,6.0,81.74
0.08,1437.54,0.18,122.19,0.07,1513.59,0.35,3.38,0.38,0.39,0.64,0.04,2.82,15.89,0.09,336.71,3563.53,2006.89,2.12,1.33,0.61,35.77,21.84,31.26,79.68,211.91,20.79,23.09,81.52,123.83,141.08,23.55,22.73,77.13,45.35,157.66,6.58,24.17,11.38,81.52,179.94,0.17,91.14,18.2,386.28,5.0,4526.35
