Walls U Value,Walls Area,Floor U Value,Floor Area,Roof U value,Roof Area,Maintenance Factor,Mid-pane U value,Av Frame Width,Glazing g,Frame U value,Psi Factor,Infiltration Rate,Ventilation Rate,Shelter Factor,TFA,Volume,Occupants,Metabolic Gains,Electrical Gains,MVHR efficiency,W1H,W1W,W1A,W1B,W1dir,W2H,W2W,W2A,W2B,W2dir,W3H,W3W,W3A,W3B,W3dir,W4H,W4W,W4A,W4B,W4dir,Linear TB coef,length of TB,Point TB coef,Number of point TB,Floors,Total Heating E
0.16,981.83,0.07,763.73,0.06,990.84,0.76,1.67,1.68,0.45,0.96,0.03,3.54,26.73,0.09,2421.05,27259.66,211.75,3.8,1.0,0.6,19.53,6.8,66.37,168.84,64,14.09,9.71,78.2,49.12,154,11.72,7.5,37.59,127.05,244,24.96,7.01,79.6,74.95,334,-0.08,725.38,0.22,966.61,4.0,117.25
0.03,760.4,0.17,94.11,0.04,117.34,0.25,2.7,2.24,0.4,0.62,0.03,3.43,20.45,0.1,539.95,9063.39,37.34,1.62,0.73,0.42,10.62,3.95,75.58,162.33,6,2.05,18.86,44.74,34.56,96,4.57,7.71,64.91,150.08,186,7.77,7.31,59.47,73.46,276,0.02,616.8,24.1,544.2,7.0,2349.08
0.09,1832.39,0.09,2185.1,0.12,2679.93,0.19,2.11,2.05,0.4,2.73,0.06,2.69,24.47,0.08,8383.57,164693.04,463.14,3.7,1.0,0.32,10.11,42.12,28.02,152.47,21,26.0,13.11,87.33,132.91,111,23.31,19.73,52.18,75.31,201,16.33,27.55,59.79,105.67,291,-0.07,1795.21,11.2,1714.68,5.0,345.68
0.06,500.96,0.17,108.31,0.07,120.1,0.78,4.88,0.64,0.62,2.25,0.04,1.89,27.06,0.03,183.89,1392.68,28.45,3.81,0.79,0.45,4.46,2.71,75.95,48.92,33,5.69,4.3,45.57,37.04,123,1.15,11.93,41.94,125.08,213,2.06,6.82,68.57,157.52,303,0.04,223.86,18.57,55.9,2.0,713.61
0.05,1330.27,0.15,544.8,0.06,593.4,0.5,2.45,1.62,0.65,2.63,0.06,4.71,17.85,0.03,2483.21,46388.85,317.0,1.42,1.02,0.91,75.09,3.97,52.22,160.56,77,4.05,33.07,55.67,57.41,167,6.16,45.01,76.96,41.28,257,3.14,34.94,59.6,82.78,347,0.11,1173.77,15.08,1808.25,6.0,1187.67
0.17,1051.13,0.15,198.55,0.07,211.31,0.33,4.96,3.44,0.53,1.64,0.04,4.48,21.43,0.04,1353.41,36560.07,331.5,4.41,1.1,0.71,9.62,10.66,29.46,71.09,47,7.18,7.48,1.68,141.78,137,13.57,11.49,44.09,14.02,227,6.74,15.95,79.86,177.07,317,0.32,785.01,28.45,214.62,8.0,608.89
0.04,1282.35,0.07,1694.34,0.06,1798.35,0.56,1.78,0.46,0.77,1.14,0.05,2.82,20.39,0.06,3083.18,23132.97,340.62,1.95,1.35,0.59,4.37,28.72,16.16,161.85,3,2.22,50.24,36.08,75.31,93,33.49,1.93,3.46,31.49,183,25.3,8.81,8.54,122.42,273,0.32,461.48,22.72,1078.24,2.0,763.53
0.05,1237.47,0.06,1135.2,0.02,1301.42,0.14,4.18,1.3,0.69,1.28,0.07,0.66,13.41,0.06,4271.76,76415.82,853.5,2.76,1.16,0.34,30.73,12.98,13.3,90.49,13,14.36,28.49,22.48,12.13,103,32.68,6.91,38.33,175.67,193,6.31,93.36,29.5,3.69,283,-0.08,43.44,23.63,1802.61,5.0,1026.12
0.13,1859.91,0.07,162.64,0.15,176.45,0.58,4.51,2.0,0.67,0.45,0.07,5.08,8.02,0.03,564.75,11096.53,72.87,4.17,1.06,0.42,7.39,3.52,21.65,105.78,72,13.39,2.36,27.75,87.18,162,5.7,6.88,27.25,170.43,252,2.74,14.14,7.88,153.25,342,0.14,165.95,15.31,285.09,4.0,782.62
0.09,1659.09,0.14,1852.02,0.1,2118.87,0.85,3.16,1.82,0.65,0.15,0.03,5.74,25.07,0.05,10374.98,220508.4,2407.8,1.71,1.34,0.36,18.06,44.1,4.16,157.32,53,100.55,7.88,75.51,3.59,143,35.47,14.08,44.44,46.72,233,50.79,20.16,81.15,95.34,323,0.18,701.57,4.3,1473.41,7.0,341.76
0.07,188.29,0.17,554.77,0.06,667.04,0.29,3.05,0.31,0.81,2.71,0.03,3.09,13.42,0.03,534.55,1692.52,130.22,3.73,1.14,0.4,5.13,8.43,86.51,34.4,22,10.81,3.89,73.93,123.47,112,5.45,8.96,21.71,160.28,202,6.16,4.25,81.19,16.93,292,0.14,63.06,25.57,632.94,1.0,2756.35
0.18,520.17,0.09,796.99,0.08,1002.76,0.53,3.08,0.38,0.76,0.64,0.04,4.99,12.24,0.07,1376.82,8033.36,74.04,2.22,0.77,0.64,24.86,1.95,9.16,29.37,7,11.36,4.37,11.01,57.16,97,9.73,12.01,45.43,170.04,187,10.2,4.58,88.75,43.97,277,0.03,471.89,6.87,1309.72,2.0,650.47
0.14,432.53,0.06,90.16,0.1,110.0,0.45,2.0,0.55,0.36,2.42,0.04,1.98,16.5,0.09,337.78,5511.56,25.35,3.57,0.9,0.41,14.26,1.95,35.35,5.06,51,4.25,3.37,0.55,44.77,141,6.14,1.99,32.09,76.21,231,5.07,3.92,53.94,175.62,321,0.36,117.8,7.16,254.99,5.0,604.99
0.03,533.18,0.17,184.51,0.08,191.21,0.69,4.68,0.7,0.85,1.24,0.04,2.54,12.43,0.09,322.74,2327.58,30.77,2.76,1.32,0.45,3.1,5.23,48.63,10.94,0,5.06,7.0,7.78,109.21,90,6.15,2.37,72.79,147.04,180,4.13,8.19,25.64,137.07,270,0.05,357.69,3.32,268.02,2.0,366.54
0.06,503.89,0.18,479.21,0.05,486.0,0.18,3.72,0.39,0.42,1.81,0.04,3.74,12.72,0.08,1098.52,6829.82,124.5,3.92,0.96,0.94,11.13,8.23,17.75,40.99,31,8.06,16.45,34.36,33.41,121,7.81,9.86,56.7,30.7,211,15.45,8.23,9.82,110.36,301,0.06,38.24,20.31,296.97,3.0,645.47
0.05,165.56,0.1,373.71,0.05,430.17,0.14,1.72,0.38,0.63,2.75,0.07,3.2,15.69,0.05,343.2,1414.31,41.07,2.78,1.22,0.6,15.05,1.64,28.89,28.16,51,7.55,2.28,56.26,123.25,141,1.39,22.26,37.77,83.0,231,8.89,2.22,43.2,99.52,321,0.12,59.75,19.1,476.58,1.0,2400.67
0.16,903.72,0.15,392.73,0.02,453.25,0.45,1.55,0.56,0.31,0.88,0.06,4.35,13.06,0.08,1461.28,25557.49,71.19,3.14,0.81,0.82,2.9,59.99,11.54,106.53,5,4.74,28.21,25.57,25.86,95,4.75,32.88,60.73,123.88,185,6.47,18.6,36.59,48.84,275,0.18,12.87,20.36,515.65,4.0,878.77
0.11,561.75,0.11,298.6,0.07,352.23,0.16,4.33,0.58,0.41,0.4,0.04,5.75,17.9,0.07,493.49,3995.29,40.03,3.41,0.78,0.89,17.86,1.72,49.12,54.0,13,3.8,6.76,16.6,108.57,103,4.08,6.54,47.15,102.17,193,5.66,3.62,26.46,99.01,283,0.38,237.55,11.94,374.73,2.0,949.67
0.1,476.51,0.17,1535.3,0.14,1602.05,0.34,1.98,0.9,0.66,0.2,0.05,0.71,9.8,0.06,8943.63,218810.33,1204.41,2.72,1.49,0.39,16.38,48.69,9.03,138.95,1,7.39,118.2,45.77,159.7,91,36.37,21.01,13.8,2.18,181,26.39,36.53,31.78,175.92,271,0.36,981.35,12.41,561.21,6.0,168.25
0.16,73.51,0.04,1879.76,0.18,2157.01,0.6,1.59,0.15,0.54,0.91,0.07,1.7,26.24,0.07,1736.96,5042.01,214.84,3.42,0.94,0.81,23.51,8.18,79.02,153.37,84,25.68,6.68,35.15,5.28,174,2.93,28.6,27.41,130.18,264,46.88,3.42,26.83,17.86,354,-0.09,31.23,5.57,1717.5,1.0,532.51
0.06,3505.05,0.09,1702.52,0.16,1892.1,0.56,4.82,1.68,0.69,0.34,0.05,4.51,21.97,0.07,10324.77,309727.66,1580.17,3.73,1.22,0.91,16.74,51.51,4.85,39.76,2,40.0,16.38,84.0,25.24,92,37.32,41.35,60.34,94.18,182,67.22,11.3,14.57,83.76,272,0.23,742.33,13.88,377.8,8.0,377.91
0.15,189.74,0.16,267.73,0.02,270.06,0.63,2.55,0.22,0.84,1.12,0.06,3.02,26.39,0.03,251.67,744.34,60.44,3.09,1.44,0.46,8.33,1.14,81.99,82.09,70,6.92,2.75,77.1,103.86,160,5.78,5.0,21.42,152.62,250,3.82,7.36,88.51,15.48,340,0.2,88.07,9.23,147.14,1.0,603.21
0.18,818.76,0.06,156.52,0.14,193.47,0.61,0.95,1.56,0.46,1.2,0.05,1.35,26.18,0.08,846.66,15953.67,177.31,1.96,0.95,0.88,29.16,1.29,68.26,18.2,80,4.88,8.91,12.68,135.2,170,6.29,3.17,64.62,113.46,260,3.61,11.92,29.14,28.82,350,0.25,110.23,20.54,273.3,6.0,674.11
0.13,182.15,0.14,1319.98,0.05,1377.78,0.32,2.52,1.6,0.68,2.17,0.07,1.64,21.87,0.06,6016.2,81276.93,629.07,1.96,0.89,0.47,10.95,84.49,55.68,140.66,73,45.94,5.0,11.4,29.65,163,33.52,10.51,59.92,60.44,253,11.59,72.41,89.14,132.74,343,0.21,742.97,16.66,1341.54,5.0,421.81
0.04,1649.41,0.11,1676.93,0.16,2028.14,0.31,2.93,2.28,0.74,0.12,0.04,4.37,22.61,0.08,8009.89,146491.73,175.83,2.57,0.96,0.68,58.95,6.04,41.49,53.75,51,15.53,8.73,89.15,101.55,141,22.27,22.72,10.0,54.92,231,10.28,19.83,15.9,16.31,321,0.2,1819.27,11.33,1875.55,6.0,412.11
0.1,1022.38,0.17,469.5,0.03,539.97,0.54,3.29,0.6,0.53,2.33,0.05,4.41,8.09,0.04,1908.64,33515.94,457.51,3.94,1.18,0.57,22.94,5.07,88.89,103.59,26,11.67,8.63,23.49,41.65,116,3.27,52.25,72.69,173.37,206,16.6,5.39,40.85,174.85,296,0.09,37.31,26.46,1031.15,5.0,1398.42
0.09,1447.9,0.15,674.2,0.11,718.22,0.21,4.94,0.77,0.33,2.28,0.06,4.48,28.06,0.09,3996.28,70479.84,344.89,1.17,0.92,0.58,8.37,45.25,56.55,19.46,21,17.12,17.83,11.83,121.3,111,10.68,22.44,29.59,139.61,201,42.26,7.46,18.41,100.06,291,0.35,936.48,16.92,1299.67,7.0,849.73
0.04,1824.4,0.09,598.2,0.11,711.51,0.47,1.53,2.4,0.44,1.26,0.04,2.29,5.46,0.04,2563.46,68919.41,248.86,3.52,0.92,0.36,43.36,4.72,56.63,114.68,28,8.44,23.44,85.94,30.56,118,2.42,54.93,80.05,39.48,208,7.29,24.99,18.83,7.83,298,0.28,82.53,22.56,2028.73,6.0,1693.15
0.05,914.29,0.03,167.2,0.05,208.47,0.81,4.51,0.55,0.31,1.84,0.06,3.31,12.79,0.04,744.14,11927.53,95.27,4.33,1.09,0.66,7.28,5.26,5.88,80.2,83,5.66,6.14,57.37,94.46,173,2.16,12.22,10.86,87.72,263,4.64,7.44,47.28,113.81,353,0.04,322.28,29.99,583.84,5.0,2175.86
0.14,1861.06,0.17,304.39,0.07,371.95,0.78,2.69,0.91,0.58,1.76,0.05,4.98,11.04,0.1,1689.37,53680.74,67.26,4.39,1.47,0.91,10.38,5.09,85.32,162.24,80,30.81,4.22,23.23,36.77,170,3.94,32.19,28.69,144.51,260,29.65,3.23,42.09,25.13,350,0.35,462.87,13.77,1272.82,7.0,1381.41
0.13,678.41,0.07,1823.03,0.13,2049.38,0.51,2.96,1.14,0.64,0.73,0.04,1.62,7.14,0.03,4394.42,48466.42,206.85,1.49,0.73,0.86,7.22,39.07,78.03,108.03,89,29.73,14.15,39.43,97.26,179,66.98,5.63,40.38,52.59,269,5.55,42.85,52.94,84.87,359,0.18,785.28,27.85,2345.9,3.0,1346.55
0.02,1700.01,0.16,1393.36,0.13,1755.43,0.78,1.72,0.78,0.5,2.67,0.06,1.42,5.04,0.08,7655.31,123087.64,539.89,1.21,0.7,0.5,50.13,7.62,77.68,143.58,77,11.56,29.13,32.69,21.97,167,15.95,29.94,75.27,137.34,257,9.69,18.7,89.14,167.89,347,0.39,53.82,1.03,3420.88,6.0,96.53
0.09,303.13,0.1,517.8,0.07,656.31,0.12,4.57,1.41,0.46,0.4,0.06,5.81,25.46,0.03,1206.44,9066.68,272.25,1.52,1.18,0.73,15.04,4.89,43.59,142.4,60,5.89,19.48,22.6,150.34,150,9.98,10.4,17.86,34.3,240,2.44,33.49,85.32,50.68,330,-0.02,295.4,6.12,585.26,3.0,421.67
0.03,1900.41,0.05,993.48,0.04,1030.47,0.78,1.2,0.6,0.3,2.8,0.06,1.28,19.3,0.09,3859.99,66361.35,501.91,3.33,1.45,0.82,18.03,8.09,78.49,151.1,81,13.62,15.42,53.5,80.6,171,9.97,14.13,18.9,177.22,261,19.02,10.41,16.56,177.8,351,0.05,1084.93,2.1,2872.27,5.0,185.96
0.02,524.37,0.02,732.27,0.06,835.46,0.22,1.27,0.3,0.38,2.57,0.06,4.23,20.04,0.08,1315.28,10061.84,182.15,2.22,1.32,0.78,23.38,4.73,59.7,135.11,25,19.42,2.95,44.44,135.82,115,4.74,9.95,80.45,29.38,205,26.6,1.8,87.07,40.49,295,-0.05,285.01,15.0,856.69,2.0,943.87
0.02,4112.82,0.09,1725.24,0.17,1999.76,0.9,2.35,2.1,0.49,1.09,0.03,1.59,23.97,0.08,9564.25,254440.78,228.48,1.21,0.71,0.45,5.52,95.83,53.54,159.51,28,22.95,15.81,57.43,66.34,118,11.92,78.35,78.67,95.46,208,94.87,7.98,65.52,20.65,298,0.26,2304.64,16.84,5195.7,7.0,932.66
0.07,863.25,0.07,614.84,0.13,724.54,0.55,3.74,0.96,0.81,1.15,0.05,0.62,18.56,0.1,2278.99,35832.09,167.42,4.07,0.89,0.95,38.6,4.46,72.54,27.96,62,10.92,9.44,89.63,23.2,152,17.32,8.49,33.99,142.95,242,8.71,14.31,52.28,161.74,332,0.0,616.71,12.47,492.22,4.0,266.29
0.14,2612.78,0.09,1197.4,0.1,1493.27,0.47,4.74,2.64,0.31,1.56,0.04,4.27,18.02,0.09,7133.61,192280.38,1500.54,1.55,1.46,0.93,14.28,26.08,87.2,4.18,61,21.76,25.71,29.15,11.99,151,37.85,7.66,74.87,4.56,241,8.23,85.6,19.79,148.31,331,-0.02,1204.06,7.25,3161.66,8.0,646.05
0.09,961.06,0.03,1090.47,0.15,1230.17,0.33,1.77,0.62,0.56,0.95,0.06,4.57,24.84,0.03,1950.69,15691.14,445.38,4.19,0.97,0.41,5.62,24.4,0.26,41.67,82,5.37,29.03,6.79,79.82,172,5.63,20.04,66.41,131.2,262,18.47,4.44,5.52,149.4,352,0.34,85.57,9.38,898.41,2.0,533.01
0.14,1468.79,0.17,1529.17,0.09,1643.38,0.71,4.62,1.68,0.52,2.34,0.07,3.56,22.32,0.07,7190.86,146625.6,1164.17,3.4,1.42,0.66,23.56,16.63,75.62,42.36,52,73.77,6.2,80.45,45.68,142,39.44,11.5,0.42,19.2,232,10.69,39.54,13.44,76.71,322,-0.0,1616.84,20.12,1120.38,6.0,479.19
0.07,963.2,0.06,246.85,0.15,279.51,0.34,2.13,1.35,0.62,0.61,0.05,2.95,5.63,0.1,995.27,21979.55,87.74,3.16,0.98,0.67,3.04,13.74,24.5,46.79,10,9.72,4.11,52.51,119.47,100,6.12,14.94,23.91,22.5,190,14.94,3.74,31.06,34.52,280,0.09,161.94,11.75,1168.15,5.0,1396.29
0.04,2372.72,0.03,722.96,0.11,805.31,0.11,2.87,2.66,0.77,1.4,0.06,5.17,27.99,0.07,3971.24,105262.74,127.03,1.24,0.99,0.35,9.36,58.48,61.68,118.51,12,29.55,11.73,24.79,178.36,102,19.17,18.79,53.09,5.57,192,32.66,10.24,34.1,153.2,282,0.19,1375.83,15.81,1525.45,7.0,884.33
0.11,1281.02,0.03,920.99,0.08,1063.07,0.58,2.42,1.12,0.49,2.93,0.07,4.68,22.64,0.1,2733.5,36228.65,206.01,1.04,1.37,0.43,13.59,6.47,5.99,17.8,75,4.18,61.8,35.62,123.83,165,51.0,6.25,69.72,150.57,255,60.37,3.48,51.59,88.92,345,-0.03,910.0,27.83,1101.72,4.0,1240.19
0.06,756.48,0.1,1603.75,0.07,1928.4,0.67,4.39,0.95,0.44,2.69,0.05,2.61,16.62,0.07,6177.38,104851.3,783.76,3.88,1.44,0.91,26.1,26.1,73.25,103.45,56,8.53,30.35,54.67,8.67,146,20.87,27.57,26.14,21.87,236,15.45,17.87,33.96,168.18,326,0.36,370.1,15.92,1959.96,5.0,606.71
0.17,203.41,0.08,334.74,0.16,386.4,0.68,1.83,0.12,0.5,0.82,0.04,3.3,12.15,0.08,303.68,943.55,68.32,2.41,1.13,0.65,0.95,19.53,54.7,151.12,22,8.86,2.68,37.82,155.08,112,8.79,3.49,8.77,145.49,202,7.55,4.02,53.47,20.64,292,0.02,60.1,10.45,530.83,1.0,1683.54
0.04,703.3,0.11,205.67,0.07,220.52,0.12,1.52,1.23,0.37,2.15,0.04,0.87,17.05,0.08,485.25,5654.52,64.13,3.88,0.84,0.38,3.57,6.35,87.72,51.14,12,9.08,3.38,34.92,40.5,102,5.09,7.76,88.0,158.62,192,7.14,3.3,64.73,151.23,282,0.13,83.01,29.1,369.53,3.0,2010.58
0.06,555.51,0.16,392.6,0.04,444.35,0.3,2.48,2.05,0.69,2.8,0.06,4.59,24.83,0.08,1542.49,20429.81,86.31,2.95,0.83,0.78,16.7,4.87,11.8,78.06,13,9.36,9.75,64.09,2.11,103,34.08,3.07,14.06,4.44,193,9.26,10.05,61.5,17.95,283,0.02,242.79,24.4,159.98,5.0,388.39
0.17,983.21,0.05,1752.51,0.14,2126.1,0.49,4.62,1.54,0.59,1.51,0.05,4.02,8.49,0.08,10223.9,183115.97,1039.35,2.31,1.06,0.49,30.87,27.27,5.65,42.19,35,24.04,38.51,35.21,23.75,125,28.64,16.98,48.15,46.84,215,17.4,46.75,51.84,3.51,305,0.23,1229.4,8.43,1958.86,7.0,409.92
0.06,541.58,0.08,2055.78,0.06,2268.71,0.24,1.67,0.34,0.52,0.13,0.03,5.97,29.48,0.09,3311.6,23168.03,110.47,2.64,1.41,0.56,35.61,4.87,89.51,75.25,31,3.68,43.71,42.17,47.5,121,4.24,54.13,31.16,10.44,211,28.51,5.77,87.43,133.57,301,-0.03,123.45,3.37,2585.47,2.0,438.27
0.1,1844.55,0.03,665.55,0.04,791.15,0.39,1.87,1.8,0.69,0.91,0.05,4.67,21.82,0.03,2971.73,68765.63,363.99,2.12,1.23,0.47,3.61,42.97,0.3,29.5,61,29.88,3.25,76.92,128.03,151,15.2,9.97,51.67,52.28,241,8.74,18.36,35.22,42.83,331,-0.03,719.97,26.47,105.43,6.0,209.48
0.17,1416.14,0.04,455.18,0.05,574.34,0.11,2.18,2.58,0.35,1.52,0.05,5.32,24.84,0.06,2447.49,71923.92,525.09,2.15,1.07,0.37,19.19,13.22,69.85,82.28,16,12.85,10.41,25.63,145.85,106,29.6,11.75,82.88,93.18,196,34.04,5.72,29.97,0.62,286,0.38,11.24,23.58,1811.34,6.0,1922.1
0.08,62.75,0.15,1703.2,0.05,1998.18,0.44,3.64,2.64,0.64,0.61,0.03,1.23,29.96,0.05,12092.1,351161.12,1081.68,1.19,0.97,0.66,24.5,33.91,59.47,29.88,26,38.96,23.1,50.92,120.68,116,167.99,7.41,10.2,137.49,206,32.12,9.02,81.74,124.17,296,0.09,1426.79,13.83,1215.95,8.0,218.43
0.15,63.22,0.04,1765.22,0.06,1898.3,0.86,1.58,0.26,0.8,2.47,0.06,4.54,10.23,0.04,1592.15,4135.25,357.69,3.21,0.86,0.45,9.59,9.02,55.2,148.14,23,11.19,5.48,12.5,165.22,113,8.26,11.71,48.02,17.87,203,8.51,8.68,23.1,21.91,293,0.34,287.16,7.78,1902.67,1.0,860.6
0.07,381.75,0.08,157.3,0.04,178.58,0.14,1.81,0.78,0.82,1.98,0.06,3.37,21.69,0.08,261.16,1982.17,10.52,4.39,1.34,0.79,3.65,5.29,74.08,54.1,11,14.13,1.63,31.98,86.58,101,9.91,2.01,78.64,122.92,191,1.9,13.91,1.2,168.31,281,0.4,118.71,23.36,386.63,2.0,3118.97
0.13,758.48,0.04,178.73,0.11,229.42,0.61,3.82,1.9,0.6,1.16,0.05,2.57,20.79,0.07,733.14,8099.13,42.49,4.18,1.27,0.59,3.78,16.39,29.42,152.21,16,14.03,2.36,0.25,78.2,106,7.23,6.66,27.95,55.07,196,8.42,3.9,79.09,125.83,286,0.16,204.34,14.98,158.06,5.0,347.68
0.09,1395.35,0.02,900.35,0.1,1153.72,0.16,3.55,1.4,0.39,1.45,0.05,1.16,17.64,0.04,5399.6,136950.76,678.35,2.26,1.4,0.33,12.0,34.46,81.0,45.63,62,6.84,93.84,25.81,26.12,152,21.96,5.94,13.78,80.85,242,8.3,71.81,42.71,24.49,332,0.1,1627.87,28.38,917.67,7.0,579.31
0.09,2332.88,0.1,1160.16,0.02,1175.44,0.14,3.43,2.56,0.83,0.91,0.05,5.19,8.16,0.04,8498.21,250729.53,1159.84,3.58,0.84,0.94,31.87,13.46,69.4,71.98,75,56.89,10.04,37.27,4.12,165,11.87,58.62,52.94,60.85,255,12.97,46.17,18.15,112.77,345,-0.06,376.42,12.68,3297.82,8.0,627.18
0.13,480.99,0.08,628.72,0.02,717.97,0.65,1.38,1.4,0.32,2.75,0.05,5.49,15.63,0.06,2443.68,35431.08,424.12,2.23,1.01,0.46,8.15,20.53,2.77,41.0,38,56.7,5.1,80.08,175.32,128,3.31,68.38,70.82,99.5,218,11.34,23.82,88.29,25.04,308,0.31,204.52,7.48,1151.01,5.0,524.53
0.07,1501.36,0.16,336.4,0.1,410.56,0.71,1.49,2.45,0.83,2.93,0.07,3.4,29.32,0.09,1959.74,46029.99,51.02,2.19,1.48,0.62,9.45,12.2,20.25,70.57,4,14.13,14.13,28.4,51.78,94,16.15,13.97,19.15,167.06,184,48.77,2.58,74.63,52.83,274,0.36,436.89,7.94,1797.2,7.0,914.61
0.06,337.15,0.17,87.82,0.05,111.13,0.65,2.42,0.75,0.51,1.4,0.06,0.8,22.95,0.07,205.42,1381.34,49.45,2.59,0.88,0.47,13.63,0.85,14.06,131.73,9,2.71,3.75,0.43,76.45,99,10.25,0.86,20.48,33.82,189,1.77,10.54,41.26,103.27,279,0.12,75.66,9.53,286.9,3.0,1273.34
0.1,171.07,0.04,1544.0,0.08,1839.65,0.63,2.11,0.2,0.57,0.15,0.07,4.88,27.79,0.03,1439.49,4808.74,191.28,3.13,0.71,0.69,22.52,3.43,79.42,72.85,11,9.94,8.23,26.08,56.72,101,1.19,29.86,55.99,99.49,191,11.39,10.72,0.04,55.0,281,0.01,287.07,16.09,703.75,1.0,763.39
0.08,982.28,0.08,863.78,0.02,946.46,0.81,1.11,1.92,0.71,0.32,0.04,5.12,17.75,0.04,3169.7,34494.38,340.77,4.48,1.23,0.43,52.62,6.08,78.94,67.83,35,18.57,9.9,24.53,148.77,125,20.01,7.2,51.19,142.8,215,27.45,9.88,29.78,179.28,305,0.22,667.77,11.64,867.93,4.0,330.86
0.11,493.15,0.12,862.09,0.09,1101.84,0.31,3.01,0.52,0.84,2.19,0.07,1.28,23.55,0.06,1557.2,10185.35,389.3,1.29,0.84,0.92,13.57,12.25,1.3,51.11,9,10.81,17.76,64.51,167.71,99,4.83,30.2,34.07,7.56,189,10.61,6.79,51.87,73.53,279,0.27,359.98,2.62,1164.34,2.0,346.02
0.1,1142.29,0.12,701.07,0.06,841.19,0.39,1.75,0.72,0.73,2.43,0.04,4.63,24.33,0.07,2511.12,42719.71,624.98,2.33,1.0,0.45,20.25,8.3,16.39,177.18,16,20.32,6.6,76.94,167.18,106,19.5,12.8,23.21,20.65,196,25.53,4.94,37.61,78.88,286,0.01,849.41,21.59,1289.26,4.0,1230.57
0.14,259.24,0.13,1547.42,0.08,1942.28,0.13,3.44,0.78,0.81,1.09,0.05,0.57,19.11,0.04,4251.69,40080.94,957.36,3.53,1.41,0.61,17.55,16.18,23.37,126.26,40,6.31,61.65,56.13,93.58,130,34.29,10.37,25.53,26.57,220,38.64,7.48,60.4,175.63,310,-0.02,727.85,21.06,374.26,3.0,273.75
0.16,709.3,0.09,597.88,0.16,722.98,0.52,1.83,1.0,0.36,1.86,0.06,2.82,10.66,0.08,1744.04,18205.84,282.19,4.5,1.0,0.35,6.96,15.05,6.49,138.78,32,27.45,2.99,63.8,3.94,122,7.26,8.04,41.22,138.61,212,6.12,14.06,46.95,32.39,302,0.33,682.22,9.56,1117.18,4.0,639.73
0.1,463.1,0.11,2091.79,0.14,2390.71,0.48,0.86,0.16,0.79,2.68,0.06,4.64,21.56,0.04,1973.69,6961.57,228.02,2.75,1.45,0.78,14.95,8.19,5.6,130.94,13,9.99,14.16,2.89,99.8,103,8.74,11.03,16.49,17.78,193,24.24,6.31,88.05,158.48,283,0.31,278.69,0.31,2140.35,1.0,56.5
0.05,947.62,0.07,280.32,0.13,332.89,0.63,1.17,1.14,0.34,0.28,0.05,3.31,27.1,0.04,1278.73,33674.82,28.63,3.13,1.02,0.43,15.96,5.75,87.16,171.34,57,2.39,45.14,52.26,119.91,147,9.69,7.5,87.59,86.84,237,13.36,5.47,5.59,58.48,327,0.26,492.33,10.24,320.13,6.0,333.88
0.09,719.55,0.17,742.5,0.09,770.63,0.11,4.17,0.63,0.34,2.19,0.04,2.68,22.04,0.08,1846.98,16979.63,206.11,1.82,1.15,0.88,28.73,5.31,20.47,6.63,58,6.11,31.58,88.38,160.12,148,6.61,16.14,38.29,143.08,238,30.19,4.59,56.98,1.13,328,0.04,685.24,27.63,1192.15,3.0,1791.23
0.06,103.54,0.05,810.14,0.15,972.31,0.73,3.76,0.38,0.68,0.63,0.05,2.4,26.97,0.05,786.5,1909.27,69.36,4.02,0.78,0.91,1.59,32.79,5.17,41.02,41,7.08,6.12,85.67,46.56,131,19.65,2.99,63.02,57.13,221,3.52,7.61,56.06,22.13,311,0.24,58.56,22.55,742.34,1.0,1899.63
0.08,1934.44,0.11,241.72,0.11,265.97,0.83,1.63,1.5,0.44,0.58,0.03,2.67,23.85,0.06,1092.23,19901.85,243.19,1.4,1.31,0.34,9.06,6.54,85.38,147.88,53,15.31,3.38,19.94,168.04,143,7.76,4.6,42.66,112.91,233,6.79,4.13,33.88,174.82,323,0.09,307.4,1.2,330.06,6.0,218.95
0.09,2691.19,0.09,1268.12,0.14,1354.08,0.24,1.87,3.5,0.81,2.14,0.05,4.93,28.82,0.1,6746.77,167353.23,1284.07,4.41,0.84,0.7,69.98,5.1,7.46,113.26,52,29.9,9.38,11.65,134.42,142,31.33,10.18,17.41,159.08,232,14.69,12.98,82.47,96.06,322,0.14,1497.27,22.17,1051.77,7.0,690.92
0.11,227.92,0.13,495.2,0.13,612.92,0.38,4.59,0.78,0.84,0.79,0.04,2.82,10.59,0.04,1309.94,13558.23,116.92,2.61,1.02,0.69,2.93,34.85,35.25,75.96,57,13.11,9.25,23.97,123.47,147,5.33,18.98,30.48,103.56,237,5.19,35.91,53.27,30.9,327,-0.06,487.58,18.77,647.44,3.0,967.11
0.04,2318.82,0.05,2089.04,0.17,2614.36,0.57,2.42,3.04,0.3,2.09,0.07,4.08,25.48,0.05,11634.5,297301.94,1379.53,1.46,1.46,0.48,67.65,14.94,13.47,51.71,77,11.07,80.83,34.62,46.98,167,31.23,36.9,48.17,27.85,257,26.59,25.02,25.46,3.77,347,0.32,2378.23,13.61,3157.24,8.0,599.42
